Y_LAT,X_LONGT,River,CUName,CUNameSPP,CUIndex,Outlook,SMU,,,,,
55.15552576,-127.7786684,,,,,,,,,,,
55.15552576,-127.7786684,,,,,,,,,,,
49.19557082,-125.8935266,Cone Creeks (2),SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
53.36486456,-132.6917732,,,,,,,,,,,
48.93495663,-124.9738698,Consinka Creek,JUAN DE FUCA-PACHENA,CO,CO-16,WCVI,WCVI COHO SALMON,,,,,
48.93495663,-124.9738698,Consinka Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
48.93495663,-124.9738698,Consinka Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
48.93495663,-124.9738698,Consinka Creek,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
55.84092391,-126.4663167,Consolidate Creek,TAKLA/TREMBLEUR-EARLY STUART TIMING,SO,SEL-06-14,,,,,,,
49.79420838,-126.4400531,Conuma River,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.79420838,-126.4400531,Conuma River,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.79420838,-126.4400531,Conuma River,WEST VANCOUVER ISLAND,PI,PKO-6,WCVI – Odd & Even,WCVI PINK SALMON,,,,,
49.79420838,-126.4400531,Conuma River,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.79420838,-126.4400531,Conuma River,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CN,CK-32,,,,,,,
49.79420838,-126.4400531,,,,,,,,,,,
49.45499171,-124.7570527,Cook Creek,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.45499171,-124.7570527,Cook Creek,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.45499171,-124.7570527,Cook Creek,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
52.14704119,-119.2677808,Cook Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.60472169,-118.8412727,Cooke Creek,SHUSWAP COMPLEX-LATE TIMING,SO,SEL-09-03,,,,,,,
52.04338288,-128.0688591,Cooper Inlet Creeks,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.04338288,-128.0688591,Cooper Inlet Creeks,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.04338288,-128.0688591,Cooper Inlet Creeks,SPILLER-FITZ HUGH-BURKE,CM,CM-15,Areas 7 to 10,CENTRAL COAST CHUM SALMON,,,,,
52.04338288,-128.0688591,Cooper Inlet Creeks,FANNIE COVE,SO,SEL-19-10,,,,,,,
52.04338288,-128.0688591,,,,,,,,,,,
53.1608163,-131.8008066,Copper Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
53.1608163,-131.8008066,Copper Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.1608163,-131.8008066,Copper Creek,HG-EAST,CO,CO-23,,,,,,,
53.1608163,-131.8008066,Copper Creek,SKIDEGATE,SO,SEL-17-08,,,,,,,
53.1608163,-131.8008066,,,,,,,,,,,
49.39412983,-121.438954,Coquihalla River,FRASER CANYON,CO,CO-5,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
49.39412983,-121.438954,Coquihalla River,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.39412983,-121.438954,Coquihalla River,INTERIOR FRASER<<BIN>>,CM,CM-9004,,,,,,,
49.39412983,-121.438954,,,,,,,,,,,
49.22648919,-122.8055618,Coquitlam River,FRASER RIVER,PI,PKO-1,Fraser – Odd only,FRASER PINK SALMON - ODD,,,,,
49.22648919,-122.8055618,Coquitlam River,LOWER FRASER,CM,CM-2,Fraser River,FRASER CHUM SALMON,,,,,
49.22648919,-122.8055618,Coquitlam River,LOWER FRASER,CO,CO-47,Lower Fraser,LOWER FRASER COHO SALMON,,,,,
49.61630923,-122.6476711,Corbold Creek,PITT-EARLY SUMMER TIMING,SO,SEL-03-05,,,,,,,
54.03314271,-128.618101,Cordella Creek,DOUGLAS CHANNEL-KITIMAT ARM,CO,CO-29,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
50.90526928,-126.2557022,,,,,,,,,,,
54.34793559,-128.647681,Cote Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
53.11916698,-122.6106377,Cottonwood River (Upper),MIDDLE FRASER RIVER_SP_1.3,CN,CK-10,Fraser River Spring Run 52,FRASER SPRING RUN 52 CHINOOK SALMON,,,,,
49.7234602,-126.4555927,Cougar Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.7234602,-126.4555927,Cougar Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.7234602,-126.4555927,Cougar Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.7234602,-126.4555927,Cougar Creek,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CN,CK-32,,,,,,,
49.7234602,-126.4555927,,,,,,,,,,,
49.18713676,-124.8347212,Cous Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.18713676,-124.8347212,Cous Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.18713676,-124.8347212,Cous Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.18713676,-124.8347212,Cous Creek,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
49.87233442,-126.7435174,Cover Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.87233442,-126.7435174,Cover Creek,WEST VANCOUVER ISLAND,CO,CO-17,WCVI,WCVI COHO SALMON,,,,,
49.27482998,-126.1686727,Cow Creek,CLAYOQUOT,CO,CO-18,WCVI,WCVI COHO SALMON,,,,,
49.27482998,-126.1686727,Cow Creek,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.27482998,-126.1686727,Cow Creek,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
48.75355112,-123.6370155,Cowichan River,EAST VANCOUVER ISLAND-COWICHAN AND KOKSILAH_FA_0.x,CN,CK-22,Georgia Strait Fall (wild and small hatchery operations),GEORGIA STRAIT CHINOOK SALMON,,,,,
48.75355112,-123.6370155,Cowichan River,EAST VANCOUVER ISLAND-COWICHAN AND KOKSILAH_FA_0.x,CN,CK-22,Georgia Strait Fall (wild and small hatchery operations),GEORGIA STRAIT CHINOOK SALMON,,,,,
48.75355112,-123.6370155,Cowichan River,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
48.75355112,-123.6370155,Cowichan River,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
48.75355112,-123.6370155,Cowichan River,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
48.75355112,-123.6370155,,,,,,,,,,,
49.50066982,-124.8195272,Cowie Creek,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
49.50066982,-124.8195272,Cowie Creek,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
55.66545018,-128.320342,Coyote Creek,MIDDLE SKEENA,CM,CM-28,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
51.90035277,-128.0340787,Crab Harbour Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
51.90035277,-128.0340787,Crab Harbour Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
51.90035277,-128.0340787,Crab Harbour Creek,SPILLER-FITZ HUGH-BURKE,CM,CM-15,Areas 7 to 10,CENTRAL COAST CHUM SALMON,,,,,
51.90035277,-128.0340787,,,,,,,,,,,
53.5667843,-128.7638611,Crab River,DOUGLAS-GARDNER,CM,CM-20,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.5667843,-128.7638611,Crab River,HECATE STRAIT-FJORDS,PI,PKO-13,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.5667843,-128.7638611,Crab River,NORTHERN COASTAL FJORDS,SO,SER-16,,,,,,,
53.5667843,-128.7638611,Crab River,NORTHERN COASTAL STREAMS,CO,CO-30,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.5667843,-128.7638611,,,,,,,,,,,
53.25373961,-132.1112866,Crabapple Brook,HG-EAST,CO,CO-23,,,,,,,
53.25373961,-132.1112866,Crabapple Brook,SKIDEGATE,CM,CM-22,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.25373961,-132.1112866,,,,,,,,,,,
50.56215188,-126.2785131,Cracroft Creek,LOUGHBOROUGH,CM,CM-6,Johnstone Strait Area and Mainland Inlets (Areas 11 to 13),INNER SOUTH COAST CHUM SALMON,,,,,
50.56215188,-126.2785131,Cracroft Creek,SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS,CO,CO-12,Area 13 – North,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
54.80493558,-130.3636929,Crag Creek,NASS-PORTLAND-OBSERVATORY,PI,PKO-17,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
54.80493558,-130.3636929,Crag Creek,PORTLAND INLET,CM,CM-30,,,,,,,
54.80493558,-130.3636929,,,,,,,,,,,
49.30340278,-124.2380739,Craig Creek,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
56.69772671,-131.3069903,Craig River,LOWER STIKINE,CO,CO-39,Stikine,STIKINE COHO SALMON,,,,,
56.69772671,-131.3069903,Craig River,NORTHERN TRANSBOUNDARY FJORDS,SO,SER-22,,,,,,,
50.97363983,-118.7249977,Craigellachie Creek,SHUSWAP COMPLEX-EARLY SUMMER TIMING,SO,SEL-09-02,,,,,,,
48.45681696,-123.433247,Craigflower Creek,EAST VANCOUVER ISLAND AND GEORGIA STRAIT,SO,SER-08,,,,,,,
48.45681696,-123.433247,Craigflower Creek,EAST VANCOUVER ISLAND-GEORGIA STRAIT,CO,CO-13,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
48.45681696,-123.433247,Craigflower Creek,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
55.53447795,-128.8407506,Cranberry River,UPPER NASS,PI,PKO-18,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
55.53447795,-128.8407506,Cranberry River,UPPER NASS,CO,CO-36,Area 6,NASS COHO SALMON,,,,,
55.53447795,-128.8407506,Cranberry River,UPPER NASS RIVER,SO,SER-21,,,,,,,
55.53447795,-128.8407506,,,,,,,,,,,
55.53447795,-128.8407506,,,,,,,,,,,
49.68000441,-124.4795746,Cranby Creek,GEORGIA STRAIT,CM,CM-4,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.68000441,-124.4795746,Cranby Creek,GEORGIA STRAIT MAINLAND,CO,CO-11,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
53.23313516,-129.2929114,Crane Bay Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.23313516,-129.2929114,Crane Bay Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.23313516,-129.2929114,Crane Bay Creek,NORTHERN COASTAL FJORDS,SO,SER-16,,,,,,,
53.23313516,-129.2929114,Crane Bay Creek,NORTHERN COASTAL STREAMS,CO,CO-30,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.23313516,-129.2929114,,,,,,,,,,,
52.81093819,-132.0341963,Crazy Creek,SOUTH THOMPSON,CO,CO-8,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.99115159,-118.6470889,Crazy Creek,WEST HAIDA GWAII,CM,CM-23,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
49.73760252,-122.1501069,Crazy Creek,HARRISON-DOWNSTREAM MIGRATING-LATE TIMING,SO,SEL-03-03,,,,,,,
50.99115159,-118.6470889,Crazy Creek,SHUSWAP COMPLEX-EARLY SUMMER TIMING,SO,SEL-09-02,,,,,,,
50.99115159,-118.6470889,Crazy Creek,SHUSWAP COMPLEX-LATE TIMING,SO,SEL-09-03,,,,,,,
50.24607803,-118.9553181,Creighton Creek,SOUTH THOMPSON,CO,CO-8,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
50.24607803,-118.9553181,Creighton Creek,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,CN,CK-16,Fraser River Spring Run 42,FRASER SPRING RUN 42 CHINOOK SALMON,,,,,
52.73942177,-131.873909,Crescent Inlet Creek,EAST HAIDA GWAII,SO,SER-13,,,,,,,
52.73942177,-131.873909,Crescent Inlet Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
52.73942177,-131.873909,Crescent Inlet Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.73942177,-131.873909,Crescent Inlet Creek,HG-EAST,CO,CO-23,,,,,,,
52.73942177,-131.873909,,,,,,,,,,,
53.34342849,-129.549672,Cridge Inlet Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.34342849,-129.549672,Cridge Inlet Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.34342849,-129.549672,Cridge Inlet Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.34342849,-129.549672,Cridge Inlet Creek,TUWARTZ,SO,SEL-19-09,,,,,,,
53.34342849,-129.549672,,,,,,,,,,,
52.41430488,-126.521464,Croft Creek,BELLA COOLA-DEAN RIVERS,CO,CO-22,Areas 7 to 10,CENTRAL COAST COHO SALMON,,,,,
63.37946299,-136.690402,,,,,,,,,,,
51.80622286,-119.3096627,Crossing Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
55.28446198,-125.9972287,Crow Creek,TAKLA/TREMBLEUR-EARLY STUART TIMING,SO,SEL-06-14,,,,,,,
54.7081161,-130.212287,Crow Lagoon Creek,NASS-PORTLAND-OBSERVATORY,PI,PKO-17,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
54.7081161,-130.212287,Crow Lagoon Creek,PORTLAND INLET,CM,CM-30,,,,,,,
54.7081161,-130.212287,Crow Lagoon Creek,PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL,CO,CO-37,Area 4,NASS COHO SALMON,,,,,
54.7081161,-130.212287,,,,,,,,,,,
54.13905543,-128.588738,Crown Zellerback Creek,DOUGLAS CHANNEL-KITIMAT ARM,CO,CO-29,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
50.88551115,-119.5452442,Cruikshank Point West,SHUSWAP COMPLEX-LATE TIMING,SO,SEL-09-03,,,,,,,
50.42604348,-127.9186468,Culleet Creek,NAHWITTI LOWLAND,CO,CO-15,Area 12,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
50.42604348,-127.9186468,Culleet Creek,NORTHWEST VANCOUVER ISLAND,CM,CM-11,WCVI,WCVI CHUM SALMON,,,,,
50.42604348,-127.9186468,Culleet Creek,NW VANCOUVER ISLAND,SO,SER-11,,,,,,,
55.5672508,-127.9040848,Cullon Creek,MIDDLE AND UPPER SKEENA,PI,PKO-16,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
55.5672508,-127.9040848,Cullon Creek,MIDDLE SKEENA,CM,CM-28,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
55.5672508,-127.9040848,Cullon Creek,MIDDLE SKEENA,CO,CO-33,Skeena,SKEENA COHO SALMON,,,,,
55.5672508,-127.9040848,Cullon Creek,SKEENA RIVER,SO,SER-18,,,,,,,
55.5672508,-127.9040848,,,,,,,,,,,
55.5672508,-127.9040848,,,,,,,,,,,
54.67083683,-128.7231334,Culp Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
49.07507039,-121.9817234,Cultus Lake,CULTUS-LATE TIMING,SO,SEL-03-02,,,,,,,
50.93706289,-124.8639504,Cumsack Creek,BUTE INLET,CM,CM-7,Johnstone Strait Area and Mainland Inlets (Areas 11 to 13),INNER SOUTH COAST CHUM SALMON,,,,,
50.93706289,-124.8639504,Cumsack Creek,HOMATHKO_SU_x.x,CN,CK-34,Johnstone Strait Area (including mainland inlets),JOHNSTONE STRAIT/MAINLAND INLET CHINOOK SALMON,,,,,
50.93706289,-124.8639504,Cumsack Creek,HOMATHKO-KLINAKLINI RIVERS,CO,CO-19,Area 12,JOHNSTONE STRAIT/MAINLAND INLET COHO SALMON,,,,,
50.93706289,-124.8639504,Cumsack Creek,HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN,PI,PKO-8,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
50.93706289,-124.8639504,Curtis Inlet Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.50088446,-129.8621889,Curtis Inlet Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.50088446,-129.8621889,Curtis Inlet Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.50088446,-129.8621889,Curtis Inlet Creek,CURTIS INLET,SO,SEL-19-11,,,,,,,
53.50088446,-129.8621889,,,,,,,,,,,
53.50088446,-129.8621889,,,,,,,,,,,
49.27577198,-125.9143178,Cypre River,CLAYOQUOT,CO,CO-18,WCVI,WCVI COHO SALMON,,,,,
49.27577198,-125.9143178,Cypre River,SOUTHWEST VANCOUVER ISLAND,CM,CM-10,WCVI,WCVI CHUM SALMON,,,,,
49.27577198,-125.9143178,Cypre River,WEST VANCOUVER ISLAND,SO,SER-10,,,,,,,
49.27577198,-125.9143178,Cypre River,WEST VANCOUVER ISLAND,PI,PKO-6,WCVI – Odd & Even,WCVI PINK SALMON,,,,,
49.27577198,-125.9143178,Cypre River,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,CN,CK-31,,,,,,,
49.27577198,-125.9143178,,,,,,,,,,,
55.49839738,-129.4713183,Dak River,PORTLAND CANAL-OBSERVATORY,CM,CM-32,,,,,,,
49.5108119,-123.4947562,Dakota Creek,GEORGIA STRAIT,PI,PKO-3,Georgia Strait – East – Odd & Even,ECVI/MAINLAND PINK SALMON ,,,,,
49.5108119,-123.4947562,Dakota Creek,HOWE SOUND-BURRARD INLET,CM,CM-3,Georgia Strait,INNER SOUTH COAST CHUM SALMON,,,,,
49.5108119,-123.4947562,Dakota Creek,HOWE SOUND-BURRARD INLET,CO,CO-10,Georgia Strait,STRAIT OF GEORGIA COHO SALMON,,,,,
53.84860242,-128.5133458,Dala River,DOUGLAS-GARDNER,CM,CM-20,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.84860242,-128.5133458,Dala River,HECATE STRAIT-FJORDS,PI,PKO-13,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
53.84860242,-128.5133458,Dala River,NORTHERN COASTAL FJORDS,SO,SER-16,,,,,,,
53.84860242,-128.5133458,Dala River,NORTHERN COASTAL STREAMS,CO,CO-30,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
53.84860242,-128.5133458,Dallain Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
53.84860242,-128.5133458,Dallain Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
52.65753189,-128.8900902,Dallain Creek,HECATE STRAIT-LOWLANDS,PI,PKO-12,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.65753189,-128.8900902,Dallery Creek,HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN,PI,PKO-8,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
52.65753189,-128.8900902,Dallery Creek,RIVERS INLET,CM,CM-13,Areas 7 to 10,CENTRAL COAST CHUM SALMON,,,,,
52.65753189,-128.8900902,Dallery Creek,RIVERS INLET,CO,CO-21,Areas 7 to 10,CENTRAL COAST COHO SALMON,,,,,
52.65753189,-128.8900902,Dallery Creek,OWIKENO,SO,SEL-15-02,,,,,,,
51.67301235,-127.0435318,Dally Creek,HECATE LOWLANDS,CM,CM-18,Coastal Areas 5 & 6,CENTRAL COAST CHUM SALMON,,,,,
51.67301235,-127.0435318,Dally Creek,HECATE STRAIT MAINLAND,CO,CO-27,Areas 5 and 6,CENTRAL COAST COHO SALMON,,,,,
51.67301235,-127.0435318,Dally Creek,HECATE STRAIT-FJORDS,PI,PKO-13,Areas 7 to 10 – Odd & Even,CENTRAL COST PINK SALMON,,,,,
51.67301235,-127.0435318,Dally Creek,NORTHERN COASTAL FJORDS,SO,SER-16,,,,,,,
51.67301235,-127.0435318,,,,,,,,,,,
51.67301235,-127.0435318,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
52.88606861,-128.6640088,,,,,,,,,,,
56.53156589,-128.3159485,Damdochax Creek,UPPER NASS,CO,CO-36,Area 6,NASS COHO SALMON,,,,,
56.53156589,-128.3159485,Damdochax Creek,DAMDOCHAX/WINIMASIK,SO,SEL-24-02,,,,,,,
56.53156589,-128.3159485,,,,,,,,,,,
56.39714816,-127.9229215,Damshilgwit Creek,MIDDLE AND UPPER SKEENA,PI,PKO-16,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
56.39714816,-127.9229215,Damshilgwit Creek,UPPER SKEENA,CO,CO-34,Skeena – High Interior,SKEENA COHO SALMON,,,,,
56.39714816,-127.9229215,Damshilgwit Creek,DAMSHILGWIT,SO,SEL-22-04,,,,,,,
56.39714816,-127.9229215,,,,,,,,,,,
56.39714816,-127.9229215,,,,,,,,,,,
52.80886666,-131.8394946,Dana #1 Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
52.80886666,-131.8394946,Dana #1 Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.80886666,-131.8394946,Dana #1 Creek,HG-EAST,CO,CO-23,,,,,,,
52.80886666,-131.8394946,,,,,,,,,,,
52.80617167,-131.8356306,Dana #2 Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.80617167,-131.8356306,Dana #2 Creek,HG-EAST,CO,CO-23,,,,,,,
52.80617167,-131.8356306,,,,,,,,,,,
52.80617167,-131.8356306,,,,,,,,,,,
52.79466246,-131.8093324,Dana #3 Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.79466246,-131.8093324,Dana #3 Creek,HG-EAST,CO,CO-23,,,,,,,
52.79466246,-131.8093324,,,,,,,,,,,
52.79466246,-131.8093324,,,,,,,,,,,
50.69585876,-118.7457229,Danforth Creek,SOUTH THOMPSON,CO,CO-8,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
51.32064372,-120.1738351,Darlington Creek,NORTH THOMPSON,CO,CO-9,Interior Fraser,INTERIOR FRASER COHO SALMON,,,,,
54.39184612,-128.9237885,Dasque Creek,LOWER SKEENA,CM,CM-27,Skeena,SKEENA COHO SALMON,,,,,
54.39184612,-128.9237885,Dasque Creek,LOWER SKEENA,CO,CO-32,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
54.39184612,-128.9237885,,,,,,,,,,,
52.92769209,-131.9513707,Dass Creek,EAST HAIDA GWAII,PI,PKO-9,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
52.92769209,-131.9513707,Dass Creek,EAST HG,CM,CM-21,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
52.92769209,-131.9513707,Dass Creek,HG-EAST,CO,CO-23,,,,,,,
52.92769209,-131.9513707,,,,,,,,,,,
55.38378221,-127.6910177,Date Creek,MIDDLE AND UPPER SKEENA,PI,PKO-16,North Coast Areas 3 to 6 – Odd & Even,SKEENA/NASS PINK SALMON,,,,,
55.38378221,-127.6910177,Date Creek,MIDDLE SKEENA,CM,CM-28,Skeena – Nass,SKEENA-NASS CHUM SALMON,,,,,
55.38378221,-127.6910177,Date Creek,MIDDLE SKEENA,CO,CO-33,Skeena,SKEENA COHO SALMON,,,,,
55.38378221,-127.6910177,,,,,,,,,,,
55.38378221,-127.6910177,,,,,,,,,,,
53.56737637,-132.4889808,Datlamen Creek,HG-GRAHAM ISLAND LOWLANDS,CO,CO-25,,,,,,,
53.56737637,-132.4889808,Datlamen Creek,NORTH HAIDA GWAII,CM,CM-24,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.56737637,-132.4889808,Datlamen Creek,NORTH HAIDA GWAII,SO,SER-15,,,,,,,
53.56737637,-132.4889808,Datlamen Creek,NORTH HAIDA GWAII,PI,PKO-10,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
53.56737637,-132.4889808,,,,,,,,,,,
53.95183799,-132.6851177,Davidson Creek,HG-GRAHAM ISLAND LOWLANDS,CO,CO-25,,,,,,,
53.95183799,-132.6851177,Davidson Creek,NORTH HAIDA GWAII,CM,CM-24,Haida Gwaii,HAIDA GWAII CHUM SALMON,,,,,
53.95183799,-132.6851177,Davidson Creek,NORTH HAIDA GWAII,PI,PKO-10,Haida Gwaii – Odd & Even,HAIDA GWAII PINK SALMON,,,,,
53.95183799,-132.6851177,,,,,,,,,,,
53.17059834,-132.4317619,Dawson Harbour Creek,HG-WEST,CO,CO-24,,,,,,,
