STAR#-deleted - my reference only,Agreement_Number,Agreement_Database,Agreement Status,Agreement Status Comment, Agreement Lineage,Funding_Source,Agreement Type,Agreement Cost,Salmon-relevant cost,Project Lead Organization,Agreement Key Element/Activity-delete for my purposes only,Fund Years,PROJECT NAME,Project Description,Project Start Date,Project End Date,Region,Ecosystem Type,Primary River,Secondary River,Lake System,Watershed Name,Lat,Long,DFO Management Area,SMU Name,CUIndex,CUName,Species,Species Comment,Salmon Life Cycle,Project Phase,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Organizations,Government Organization Reference,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,Primary First Nations Contact,Primary First Nations Contact Role,Other First Nations Contact,Other First Nations Contact Role,DFO Biologists or Technicians,Others,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Method Type,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Data Entry Method Type,Method Document Type,Author,Year,Title,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Were sample collection data entered into database?,Wad sample data quality check complete?,Person responsible for data quality check,,Barriers to data checks/enter into database,Sample Collection Formats,Data Products,Data Products Database,Data Products Comment,Data Programs,How was data communicated back to funding recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Location,Document Reference Information,Document Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,AFS2018-MLT-1808-3-A5,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$30,000.00",FIRST NATIONS,A5,2019,Salmon Catch Monitoring and Stock Composition for Areas 7 and 8,"A pilot community-run catch monitoring program to: (1) provide samples for genetic stock identificaiton and quantify stock-specific catch in sport and FSC fisheries in Areas 7 and 8; (2) conduct dockside interviews at the Bella Bella Gov't Wharf and the Martin's Creek Whaft; and (3) collect data on catch and effort, as well as fin clips and scale samples from chinook, sockeye, coho and chum. This is to address the uncertainty surround the stock composition of salmon caught in marine mixed-stock fisheries in Areas 7 and 8.",4/1/2018,3/31/2020,NCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Area 7/8,Unknown,Unknown,Unknown,"[SK, CH, CO, CM]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,CATCH (FIRST NATIONS),FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,FISHERIES MANAGEMENT,IREC,NOT APPLICABLE,Unknown,Pacific Salmon Treaty,Kate McGivney,Melanie Anthony,Shaun Davies,Wendy Evans,Heiltsuk Tribal Council,Mike Reid,FISHERIES MANAGER,Unknown,Unknown,Jayde and Jayda,Unknown,Moore lab at SFU and PSF,NA,Wild salmon Centre,William Atlas,"Data Entry, Field Work, Planning","Tagging, Biodata, Catch","GSI, Creel, Fin Clips, Scales",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Doc71,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Commissioned Area Report, Area Annual Report - by First Nation
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,AFS2018-MLT-1814-3-A2,APGIS,Certified,Unknown,AFS2018-MLT-1814-3,"TB G&C, AFS",FORMAL AGREEMENT,,"$9,900.00",FIRST NATIONS,A2,2019,Area 6 South ground level surveys (Kitasoo),Conduct salmon enumeration on the Area 6 South systems as outlined in the work plan. ,4/1/2018,3/31/2020,NCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Area 6 South,North Coast,North Coast,North Coast,UNKNOWN,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Katie Beach,Unknown,Shaun Davies,Unknown,Kitasoo First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Visual,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc54, Doc55",Unknown,Unknown,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"SIL-hardcopy, SENS",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,AFS2018-MLT-1818-1-A5,APGIS,Certified,Unknown,AFS2018-MLT-1818-1 ,"TB G&C, AFS",FORMAL AGREEMENT,,"$9,900.00",FIRST NATIONS,A5,2019,Area 3 ground level surveys (Lax Kwalaams),"Conduct salmon enumeration on Areas 3 and 4 (this is in addition to the three systems they conduct through AFS), with a target total of at least 30 walks of the 10 systems, and then work with DFO Biologist to develop the annual stream escapement estimates. ",4/1/2018,3/31/2020,NCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Area 3/Area 4,North Coast,North Coast,North Coast,UNKNOWN,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Katie Beach,Unknown,Shaun Davies,Unknown,Lax Kw'alaams First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Visual ,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc54, Doc55",Unknown,Unknown,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"SIL-hardcopy, SENS, Log Books",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,AFS2018-MLT-1826-2-A4-P1,APGIS,Certified,Unknown,AFS2020-MLT-2024-0,AFS,FORMAL AGREEMENT,,$0.00,FIRST NATIONS,A4-P1,2020,Atnarko Chinook and sockeye biological sampling from FN in-river fisheries,Nuxalk FSC Atnarko Chinook and Sockeye sampling ,4/1/2018,3/31/2020,NCA,FRESHWATER,Atnarko River,Unknown,Unknown,Unknown,Unknown,Unknown,Area 8,Unknown,Unknown,Unknown,"[SK, CH]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,CATCH (FIRST NATIONS),FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,Atnarko sockeye run recontraction,UNKNOWN,Unknown,Pacific Salmon Treaty,Kate McGivney,Melanie Anthony,Shaun Davies,Wendy Evans,Nuxalk Nation,Jason Moody,FISHERIES MANAGER,Bernie Elkins,Stewardship director,changes annually,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Biodata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Excel,Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,AFS2018-MLT-1826-2-A4-P2,APGIS,Certified,Unknown,AFS2020-MLT-2024-0,AFS,FORMAL AGREEMENT,,"$10,000.00",FIRST NATIONS,A4-P2,2016,Salmon Creek Walks- Bella Coola. ,Pink and chum creek walks for 11 systems in the Bella Coola Valley.  Spawning escapements and health will be observed and reported.,4/1/2020,3/31/2022,NCA,FRESHWATER,Bella Coola River,Unknown,Unknown,Unknown,Unknown,Unknown,Area 8,Unknown,Unknown,Unknown,"[PK, CM]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,NOT APPLICABLE,Unknown,Not Applicable,Kate McGivney,Melanie Anthony,Shaun Davies,Wendy Evans,Nuxalk Nation,Jason Moody,FISHERIES MANAGER,Bernie Elkins,stewardship director,changes annually,Unknown,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Visual,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc54, Doc55",Unknown,Unknown,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SIL-hardcopy,Unknown,NuSEDs,Unknown,Excel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,AFS2018-MLT-1826-2-A6,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,26889,FIRST NATIONS,A6,2020,Capital Acquisition - Adaptive Resolution Imaging Sonar,Purchase an ARIS unit along with accessories (cables and lens) in order to establish a sonar field site to monitor sockeye returning to the Atnarko River. Note: Atnarko Sockeye is not included in the PST - this was surplus funding remaining for the fiscal that would've lapsed if not spent. Majority (more than 80%) of the funding was acquired from AFS as a result. ,4/1/2018,3/31/2020,NCA,FRESHWATER,Atnarko River,Unknown,Unknown,Unknown,52.37663064,-126.0935287,Unknown,Unknown,SER-16,NORTHERN COASTAL FJORDS,SK,,ADULT,ACTIVE,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,EQUIPMENT SUPPORT,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Nuxalk Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Instrumentation,Sonar,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,AFS2018-MLT-1832-3-P1,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,,FIRST NATIONS,P1,2019,Shishalh Nation (Sechellt Indian Band),"The Organization will survey, by foot, specific coho salmon spawning locations in the Sakinaw Lake watershed. Surveys will aid in establishing spawning timing, fish distribution and numbers of spawners in the watershed. Activities will occur from mid-November to December 31, 2019. Surveys may extend into January 2020 if spawning extends that late. Biological samples from spawned carcasses will be collected to determine the average lengths, age structure, pre-spawn mortality incidence and genetic baseline information. Work activities will include the following:   1. Conduct stream walks in the creek tributaries to Sakinaw Lake. The target creeks are; Sakinaw Lake outlet canal, Mixal, Haskins, Boat Ramp Lower Ruby, Prospector and Kokomo Creeks. Foot surveys will be conducted at a minimum of once per week to identify the timing of spawners entering and the numbers of spawning coho in each creek. The creeks will be accessed by truck and boat. For each creek surveyed, a Stream Inspection Log (SIL) will be filled out.    2.  Carcass recovery/sampling by locating spawned out fish and sampling on the grounds. When carcasses are located, biosample each carcass as instructed by DFO Stock Assessment staff, and complete biosampling data sheets, scale books and Whatman sheets for DNA analyses, and otoliths.
",Unknown,Unknown,SCA,FRESHWATER,Sakinaw Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,,ADULT,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nicolette Watson,Unknown,Wilf Luedke,Unknown,Shishalh Nation,Sid Quinn,RESOURCE DIRECTOR,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,AFS2018-MLT-1832-3-P2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$15,000.00",FIRST NATIONS,P2,2019,Investigation of Adult Coho Use in Key Tributaries of the Sakinaw Lake Watershed,"To survey, by foot, specific coho spawning locations in the Sakinaw Lake watershed to collect data on spawning time, fish distribution, and numbers of spawners in the watershed. Biological samples from spawned carcasses will also be collected to determine average lengths, age structure, genetic baseline information, and so on. ",Unknown,Unknown,SCA,FRESHWATER,Sakinaw Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CO,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,"FIELD WORK,SAMPLING",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nicolette Watson,Unknown,Wilf Luedke,Unknown,Shishalh Nation ,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Visual,"Stream Walks, Age, GSI",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,AFS2018-MLT-1837-0-A2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$135,606.00",FIRST NATIONS,A2,2016,Lower Harrison River Adult Chum Tagging. ,Lower Harrison River Adult Chum Tagging.  Stock assessment program for enumerating chum on the Harrison and Chehalis system using mark-recapture methods.  Dead recovery surveys.   Biologist hired or contracted.,1/4/2018,31/3/2020,FIA,FRESHWATER,Harrison River,Unknown,Unknown,Unknown,49.21890306,-121.9450663,Unknown,FRASER CHUM SALMON,CM-2,LOWER FRASER,CM,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,"ESCAPEMENT,CATCH",FIELD WORK,"DATA COLLECTION,STAFFING","POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Joe Tadey,Unknown,Timber Whitehouse,Unknown,Sts'ailes First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,"Mark-Recapture, Deadpitch",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,AFS2018-MLT-1837-1-A4,APGIS,Certified,Unknown,AFS2018-MLT-1837-0,AFS,FORMAL AGREEMENT,,"$40,000.00",FIRST NATIONS,A4,2019,Pacific Salmon Treaty Funds to Support the Lower Harrison River Watershed Adult Chum Tagging and Stream Surveys,"To improve delivery of existing activities within their AFS agreement (i.e., A-2: Lower Harrison River Watershed Adult Chum Tagging program and A-3: stream surveys) - hire additional staff in the delivery of succession planning to ensure continuation of activitries and increase data collection - and to collabroate with FIA StAD to estimate Survey Life for chum in approx. six systems in the lower Fraser River watershed. ",1/4/2018,31/3/2020,FIA,FRESHWATER,Harrison River,Unknown,Unknown,Unknown,49.21890306,-121.9450663,Unknown,FRASER CHUM SALMON,CM-2,LOWER FRASER,CM,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,"ESCAPEMENT,CATCH",FIELD WORK,"DATA COLLECTION,STAFFING","POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,AFS2018-MLT-1837-0,UNKNOWN,Unknown,Unknown,Joe Tadey,Unknown,Timber Whitehouse,Unknown,Sts'ailes First Nation,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,AFS2018-MLT-1841-1-P1,APGIS,Certified,Unknown,,TB G&C,FORMAL AGREEMENT,,,FIRST NATIONS,P1,2019,T-Sou-ke First Nations,"Sooke Basin Planning - The work will consist of bringing interests / parties together to establish a “round table” for developing common goals along with strategies, activities, and monitoring to achieve these goals. ",Unknown,Unknown,SCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,ADULT,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,"DATA COLLECTION,MEETING","POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Kevin Pellett,Unknown,Wilf Luedke,Unknown,T'Sou-ke Nation,Gordon Planes,CHIEF,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,AFS2018-MLT-1843-4-A1,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,," $52,150.00 ",FIRST NATIONS,A1,2019,Taku River Tlingit Fisheries Authority (TRTFA),"Provide support and training for the development of a dedicated technician responsible for implementation of stock assessment programs utilizing sonar and video slamon enumeration methodologies, as well as develop a summary of discussions held during the 2019 TRT Salmon Enhancement Workshop as foundation for the development of recommendations to leadership on future salmon enhancement activiteis in the Taku River.",4/1/2018,3/31/2020,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,UNKNOWN,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,PLANNING,"FIELD WORK,MEETING,TRAINING","POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,TBR Stock Assessment - general,NOT APPLICABLE,Unknown,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,FISHERIES MANAGER,Unknown,Unknown,Unknown,"Aaron Foos, Sean Stark, Julie Bednarski",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Unknown,Sonar and video,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Word",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,AFS2018-MLT-1843-4-A2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,," $40,000.00 ",FIRST NATIONS,A2,2019,Stock Assessment (Nakina River and Kuthai Lake Weir Upgrades & Silver Salmon River Access Improvements),Fabrication and purchase of a video enumeration system (plus additional parts) to support the assessment of chinook and sockeye returns beginning in 2020 on the Nakina River and at the Kuthai Lake. Contract a Technician to support access improvements for sockeye and chinook into the Silver Salmon River.,4/1/2018,3/31/2020,YUKON,FRESHWATER,Nakina River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[SK, CH]",,UNKNOWN,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,ESCAPEMENT,FIELD WORK,"FIELD WORK,STAFFING,EQUIPMENT SUPPORT","POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,Taku River Sockeye and Chinook ABM Development,NOT APPLICABLE,Unknown,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,FISHERIES MANAGER,Unknown,Unknown,Unknown,"Aaron Foos, Sean Stark, Julie Bednarski",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Unknown,Video,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Word",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,AFS2019-MLT-1908-0-A2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$26,610.00",FIRST NATIONS,A2,2019,Area 5 salmon escapements,Stream Inventory Program.  To determine salmon escapements for a select group of streams within Area 5. ,4/1/2019,3/31/2024,NCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Area 5,Unknown,Unknown,Unknown,"[CO, CH, CM, PK, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Shaun Davies,Unknown,Shaun Davies,Unknown,Gitxaala Nation ,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Visual,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,AFS2019-MLT-1909-0-A2,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$53,330.00",FIRST NATIONS,A2,2019,Salmon Stream Surveys for Area 6. ,Aerial and on-ground escapement surveys of 18 watersheds to assist with  Area Under the Curve (AUC) calculations and in-season estimates of salmon returns for Areas 6 fisheries.,4/1/2019,3/31/2021,NCA,FRESHWATER,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Area 6,Unknown,Unknown,Unknown,"[CO, CH, CM, PK, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,"FIELD WORK,DATA ANALYSIS ",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,"Katie Beach,Shaun Davies",Unknown,Shaun Davies,Unknown,"Haisla, Kitisoo",Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning","Visual, Aerial",Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc54, Doc55",Unknown,Unknown,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
