Project Number,Agreement Number,Project Name,Project Description,Agreement Database,Agreement Comment, Agreement Information??-connections,Funding Sources,Other Funding Sources,Agreement Type,Lead Organization,Fund Years-with costing,Project Start Date,Project End Date,Region,Ecosystem Type,Primary_River,Secondary River,Lake System,Watershed Name,DFO Management Area,Lat,Long,Stock Management Unit,CUIndex,CUName,Species,Salmon Life Stage,Project Stage,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Departments,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,First Nations Contact,First Nations Contact Role,DFO Biologists or Technicians,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Method Document Type,Traditional Ecological Knowledge Considered?,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Was sample collection data entered into database(s)?,Was sample data quality check complete?,How was data quality check completed?,Barriers to data checks/enter into database,Sample Collection Format(s),Data Products,Data Products Database(s),Data Products Comment,Data Programs,How was the data communicated to recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Reference Information,Document Link,Is this report published?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-1922,AFS2019-MLT-1922-2-A2,Operational Capacity Funding- Upgrades to the Metlakatla Aquatic Resources (MAR) Dock Office and Vessel Electronics.,"Funding for MAR dock repairs(15k), and vessel electronics (10k).  The organization will repair, and or upgrade the MAR floating dock office pontoons, decks, electrical inputs, plumbing, baseboard heat and roof.  The organization will replace research vessel electronics including radar, GPS, VHF, battery as well as replacing the dive ladder.",APGIS,,,AFS,,Amendment,First Nations,2021,2019-04-01,2024-03-31,NCA,Freshwater,Skeena River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Equipment Support,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Metlakatla First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-1922,AFS2019-MLT-1922-3-A2,Chatham Sound FSC Creel Survey - Pacific Salmon Treaty,"In partnership with Lax Kw'alaams, Salmon Catch monitoring of Skeena Estuary approach area (Areas 4-12 and 4-15) for 12 vessel days with two technicians and two training days with Nation biologists. Monitor FSC Sockeye fishing to estimate total effort and catch in the specified subareas.  Determine the extent of Illegal, Unreported, Unregulated (IUU) fishing.  Communication, providing raw data and analysis results will occur pre-, in-, and post-season between Nation biologists and DFO Science staff.  ",APGIS,,,"AFS,PST",,Amendment,First Nations,2021,2019-04-01,2024-03-31,NCA,Freshwater,Skeena River,Unknown,Unknown,Unknown,Unknown,53.2255114,-128.6615466,"SKEENA-NASS CHUM SALMON,SKEENA/NASS PINK SALMON,SKEENA COHO SALMON","CO-32,PKO-15,CM-27",LOWER SKEENA,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Metlakatla First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-NCA-AFS-1922,AFS2019-MLT-1922-3-B1,FSC Salmon Catch Monitoring of all Metlakatla and designated non-members fishing (under Metlakatla designation) in the approach waters to the Skeena River (not including sub-areas 4-12 and 4-15) ,"1.The Organization, in consultation with DFO, will develop an operational plan for 2019 FSC Salmon catch monitoring. 2.The Fisheries staff will conduct on-grounds routine catch monitoring of Salmon between June and September. 3.Catch Monitoring of FSC Harvest of Salmon by Metlakatla Band members and Non-Tsimshian First Nations under Metlakatla designation in the approach waters to the Skeena River.4.",APGIS,,,AFS,,Amendment,First Nations,2021,2019-04-01,2024-03-31,NCA,Freshwater,Skeena River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SK,Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Strategic Planning,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Metlakatla First Nation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Stream Walks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-AFS-2021,AFS2020-MLT-2021-0-A2,Stock Assessment,"1.Coldwater River Coho: NWSFA will undertake an adult Coho enumeration project at the Coldwater River fence.  The project will involve enumeration by sex, as well as adipose clip and CWT status through the utilization of a trap box and Sonar technology.  CWT status will be assessed by the removal of marked fish for sampling. Fish released upstream of the trap box will be externally marked to determine if fish have been previously handled. This will assist in the calculation of clip rates from upstream sampling efforts as clip rates will change with the removal of clipped fish at the fence.  Specific technical detail of this project can be found in Supplemental Conditions/Provisions for Fiscal Year 2020-2021. 2.Nicola River and tributaries Coho: As time, budget, and weather conditions allow, other known Coho spawning areas will be checked, and counts of adult Coho performed 3 times over the 3 weeks of expected peak spawn:  Nicola River near Dot ranch; upstream of Nicola and Coldwater confluence to Nicola lake dam and upper Nicola River; plus tributaries such as Guichon Creek, Clapperton Creek, Spahomin Creek, Quilchena Creek and Chutter Ranch side channel. 3.Nicola River Chinook:  NWSFA staff will carry out the carcass recovery and sampling work associated with mark/recapture activities.  Carcass recovery activities will be undertaken in the Nicola River mainstem between the outlet of Nicola Lake and the Dot Trestle, lower Clapperton Creek, Coldwater River downstream of the IR#1 bridge, and Spius Creek downstream of Little Box Canyon. If appropriate (budget- and fish-presence dependant), the upper Nicola River between Nicola Lake and Douglas Lake, and Spahomin Creek, will also be inspected. Other possible Chinook refuge habitat will be surveyed as time, budget and weather conditions allow.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,FIA,Freshwater,Nicola River,Coldwater River,Unknown,Nicola River,Unknown,58.77648329,-132.0927657,INTERIOR FRASER COHO SALMON,CO-7,LOWER THOMPSON,"CO,CH",Adult,Active,Population Science,"Monitoring,Sampling","Indicator,Extensive",Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Lynda Ritchie,Unknown,Timber Whitehouse,Unknown,Scw'exmx Tribal Council (STC),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Deadpitch,Coded Wire Tagging",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Sex,Coded Wire Tag Recovery,Adipose clips",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-AFS-2021,AFS2020-MLT-2021-0-B1,FSC Catch Monitoring (Siska),"Under contract with the STC, the Siska Band will carry out in-person interviews with fishers to collect Food, Social and Ceremonial (FSC) salmon catch information at Siska fishing sites. Crews will also collect biological samples as agreed to with DFO. Catch data is submitted to DFO weekly.  Meetings occur pre-season with DFO for the purpose of training and in-season to share information, resolve issues of concern and facilitate effective coordination of catch monitoring and fishing activities.Specific tasks will include:1.A catch monitoring schedule will be completed by the Siska Band in collaboration with the NWSFA Fisheries Technologist and DFO.  DFO will lead  orientation(s) for monitors prior to start of the program which may include a site visit to fishing areas.2.Monitors will carry out the field data collection according to schedule and will report missed shifts or changes to the schedule to the Fisheries Technologist (or a designated NWSFA alternate staff as agreed to with DFO). The Fisheries Technologist (or alternate) will update DFO as soon as possible to enable schedule modification. Any conservation and protection concerns that monitors have during their shift will be reported to the Fisheries Technologist (or alternate) who will contact the appropriate DFO staff as soon as possible.3.During the program, the NWSFA Fisheries Technologist will verify that the data sheets match the schedule and will coordinate with Siska and/or DFO to address data quality concerns in-season.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2025-03-31,FIA,Freshwater,Nicola River,Coldwater River,Unknown,Nicola River,Unknown,51.4397,-127.0834,"INTERIOR FRASER COHO SALMON,FRASER SPRING RUN 42 CHINOOK SALMON,FRASER PINK SALMON - ODD","CO-7,CK-17,PKO-1","LOWER THOMPSON,LOWER THOMPSON_SP_1.2,FRASER RIVER","CO,CH,CM,PK,SK",Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Lynda Ritchie,Unknown,Timber Whitehouse,Unknown,Scw'exmx Tribal Council (STC),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-AFS-2021,AFS2020-MLT-2021-1-A3,Coldwater River Coho and Nicola River and Tributaries Coho,"Top up Key Element A/Activity 2: Stock Assessment Coldwater River Coho and Nicola River and Tributaries Coho. Increase the number of days for rental of security fencing and field office, and contribute to extending the number of days we have staff on site for fence/trap operations (wage). Increased funds will also be utilized to conduct a carcass recovery assessment and allow for necessary travel.",APGIS,,,PST ,,Amendment,First Nations,2020,2020-04-01,2025-03-31,FIA,Freshwater,Nicola River,Coldwater River,Unknown,Nicola River,Unknown,58.77648329,-132.0927657,INTERIOR FRASER COHO SALMON,CO-7,LOWER THOMPSON,CO,Adult,Active,Population Science,Monitoring,Extensive,"Escapement,Catch (First Nations)",Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Lynda Ritchie,Unknown,Timber Whitehouse,Unknown,Scw'exmx Tribal Council (STC),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-FIA-AFS-2021,AFS2020-MLT-2021-1-A4,Nicola River Chinook ,Top up Key Element A/Activity 2: Stock Assessment Nicola River Chinook. Additional funds will allow for full implementation of the Nicola chinook carcass recovery program. ,APGIS,,,PST,,Amendment,First Nations,2020,2020-04-01,2025-03-31,FIA,Freshwater,Nicola River,Unknown,Unknown,Nicola River,Unknown,51.4397,-127.0834,FRASER SPRING RUN 42 CHINOOK SALMON,CK-17,LOWER THOMPSON_SP_1.2,CH,Adult,Active,Population Science,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Lynda Ritchie,Unknown,Timber Whitehouse,Unknown,Scw'exmx Tribal Council (STC),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A2,Stock Assessment and Fisheries Management- Ahousaht,"1.Ahousaht Fisheries staff conducts escapement surveys according to a survey schedule developed with Ahousaht Fisheries, the Organization’s Central Region Fisheries Biologist, the Ahousaht/ Fish Farm Enhancement Committee, and with DFO South Coast Stock Assessment staff. 2.With the assistance of external funding from Canadian Food Inspection agency (CFIA), Ahousaht Fisheries staff conducts bio-toxin monitoring.  AFS funding pays for Ahousaht Fisheries staff wages and related expenses to assist with the monitoring.  CFIA funding pays for Ahousaht Fisheries boat operating expenses and shipping of samples.3.Ahousaht Fisheries conduct general monitoring, and biological and enforcement surveys of Ahousaht Ha-houlthee and report issues or concerns to the community and relevant agencies.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Atleo River,Bawden Creek,Unknown,Unknown,Unknown,49.36998292,-126.0578299,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-18,CM-10","CLAYOQUOT,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,PK,SK","Adult,Juvenile",Active,"Population Science,Habitat Science","Monitoring,Enhancement",Extensive,"Enumeration,Water Quality",Field Work,"Data Collection,Staffing",Contribute to Escapement Estimation,Unknown,"Herring,Groundfish,Salmon Enhancement Program",Unknown,Canadian Food Inspection agency,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Water Samples-Toxicology",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A3,Stock Assessment and Fisheries Management-Ditidaht,"1.Ditidaht Fisheries staff conducts escapement surveys according to survey schedule developed with DFO South Coast Stock Assessment and Ditidaht. a.Enumerate adult Hobiton River sockeye by installing and operating an adult salmon counting fence from April to June. b.Prepare the juvenile trap site and install Rotary Screw Trap (provided by DFO) with assistance from DFO South Coast Stock Assessment and Uu-a-thluk staff. c.Two to three Cheewaht salmon spawner surveys will occur from October to November. d.Nitinat Lake assessment fisheries:  using food and ceremonial fisheries and Nitinat hatchery chinook, chum and coho broodstock collections to gather information with DFO on run-timing, distribution and age structure of chinook, coho and chum returning to Nitinat Lake from August to November. AFS covers the wages of the Fisheries Manager and some boat and other equipment expenses.  Ditidaht uses internal funding to cover all other costs. 2.Nitinat Lake crab are monitored and assessed at least six times throughout the year.3.Ditidaht staff will work with the Organization's staff to develop and implement groundfish monitoring and assessment in DFO Statistical Areas 21/121.4.With the assistance of external funding from the Canada Food Inspection agency (CFIA), Ditidaht Fisheries staff conducts bio-toxin monitoring from May to October. AFS funding pays for Ditidaht Fisheries staff wages and related expenses to assist with the monitoring.  CFIA funding pays for Ditidaht Fisheries boat operating expenses and shipping of samples.5.Ditidaht Fisheries conduct general monitoring of Ditidaht Ha-houlthee and report issues or concerns to the community and relevant agencies.6.Ditidaht Fisheries staff works closely with the Nitinat hatchery staff with activities (e.g., salmon broodstock collections, towing net-pens, feeding net penned fish, etc). 7.Ditidaht Fisheries work with DFO and the Organization's staff to develop an Escapement Salmon Spawning Requirements (ESSR) agreement for Nitinat Lake chinook, coho and chum, where abundances are appropriate.8.Ditidaht Fisheries staff work with DFO for fall salmon stock assessment survey planning.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Hobiton Creek,Unknown,Nitnat Lake,Unknown,Unknown,48.77461034,-124.7379799,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-16,CM-10","JUAN DE FUCA-PACHENA,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,SK","Adult,Juvenile",Active,"Population Science,Habitat Science","Monitoring,Enhancement",Extensive,"Enumeration,Fish Condition,Fish Distribution,Water Quality","Field Work,Planning","Data Collection,Staffing,Equipment Support",Contribute to Escapement Estimation,Unknown,Salmon Enhancement Program,Unknown,Canadian Food Inspection agency,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,MC Wright & Associates,Mike Wright,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection,Water Samples-Toxicology",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A4,Stock Assessment and Fisheries Management- Ehattesaht,"1.Ehattesaht Fisheries staff conduct salmon and herring spawning surveys according to survey schedule developed with the Organization's Northern Region Fisheries Biologist and DFO South Coast Stock Assessment (for salmon surveys) as follows: a.Enumerate adult Tahtahtis (Zeballos) River hinkuuas (chum salmon) in September to mid-October by conducting weekly bank or snorkel counts to enumerate spawning salmon from the municipal campground at tidewater to and including the canyon tail spawning bed.  Observation data will be reported to DFO South Coast Stock Assessment  (cc DFO WCVI AFS Manager) on Stream Inspection Logs in-season.  The actual dates and method of reporting to DFO will be included in the AFS Year End Report.b.Ehattesaht staff will work with the Organization's staff to monitor herring spawn distribution, and any food and ceremonial herring fisheries in northern DFO Statistical Area 25.2.Ehattesaht Fisheries staff conduct general monitoring of Ehattesaht Ha-houlthee and report issues or concerns to the community and relevant agencies.3.Ehatteshat Fisheries staff conduct a feasibility study on restoring access for salmon above Zeballos River cascade or falls.4.Ehattesaht Fisheries staff participate in the operation of the Zeballos River hatchery and work closely with the DFO Community Advisor, members of the Zeballos Enhancement Society, youth and community members performing various activities (e.g., salmon broodstock collections, egg incubation, juvenile salmon rearing and releases and may participate in the future in feeding of net penned chum and other species as approved by DFO).5. Ehattesaht Fisheries staff participate in juvenile Chinook salmon micro-trolling sampling activities coordinated through DFO Science (Jessy Bokvist) including all required sampling protocol training. ",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Zeballos River,Unknown,Unknown,Unknown,Unknown,52.29119889,-128.3626696,WCVI CHUM SALMON,CM-10,SOUTHWEST VANCOUVER ISLAND,"CM,CH",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Salmon Enhancement Program,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A5,Stock Assessment and Fisheries Management- Hesquiaht,"1.Hesquiaht Fisheries staff conduct salmon escapement surveys. 2.Hesquiaht Fisheries staff will construct new or re-establish old trails along side some of the streams that will undergo salmon escapement surveys.   3.Hesquiaht Fisheries staff will conduct general monitoring and biological surveys of Hesquiaht Ha-houlthee. 4.Hesquiaht Fisheries will continue to work with Central Westcoast Forest Society (CWFS) on stream restoration work for Ay-yi-sagh Creek, the extent of work completed will be dependent on external funding.  AFS funding pays for Hesquiaht Fisheries staff wages and related expenses, if funding is not available through CWFS.  CWFS pays for any other expenditures required for the project.  Hesquiaht Fisheries only participates in the work if funding is available by CWFS.5. Hesquiaht Fisheries staff will support the construction and installation of a counting fence at Purdon Creek and Hisnit Lake to enumerate adult salmon escapement.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Ah'ta'apq River,Tsa-ya River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CM,CO",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,"Restoration,Salmon Enhancement Program",Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Central Westcoast Forest Society,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A6,Stock Assessment and Fisheries Management- Mowachaht/Muchalaht,"1.Mowachaht/Muchalaht Fisheries staff conducts escapement surveys according to survey schedule developed with Uu-a-thluk Regional Biologist and DFO South Coast Stock Assessment staff. a.Enumerate Oktwanch River (Gold River) sockeye and Chinook at Burman River, visual surveys (2-3 surveys) from September to November. b.Mowachaht/Muchalaht Fisheries staff will implement a bus route CREEL monitoring program for Gold River sockeye fisheries to estimate catch and effort by seine, dipnet and hook and line.2.With the assistance of external funding from the Canada Food Inspection agency (CFIA), Mowachaht/Muchalaht Fisheries staff conduct bio-toxin monitoring from May to October. 3. Mowachaht/Muchalaht Fisheries staff conduct general monitoring of Mowachaht/Muchalaht Ha-houlthee and report issues or concerns to the community and relevant agencies.4. Mowachaht/Muchalaht Fisheries staff works closely with the Nootka Sound Watershed Society (NSWS) and Conuma hatchery staff (e.g., salmon collections, juvenile salmon releases and feeding net pen chinook and chum).5.Mowachaht/Muchalaht Fisheries staff work with DFO and the Organization's staff on the planning and development of an Excess Salmon to Spawning Requirements (ESSR) agreement for Conuma River chinook, coho and chum if abundances are deemed sufficient.6.Mowachaht/Muchalaht Fisheries staff works with DFO to coordinate for fall salmon stock assessment survey planning and information flow.",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Gold River,Gold River,Gold River,Gold River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK",Adult,Active,"Population Science,Habitat Science",Monitoring,Extensive,"Enumeration,Catch (First Nations),Water Quality,Habitat Condition","Field Work,Planning","Data Collection,Staffing,Equipment Support",Contribute to Escapement Estimation,Unknown,Salmon Enhancement Program,Unknown,Canadian Food Inspection agency,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Nootka Sound Watershed Society,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Water Samples-Toxicology,Mark/Tagging-Unspecified,Habitat Condition-General,Habitat Use,Brood Collection,Biodata-Unspecified",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-0-A7,Stock Assessment and Fisheries Management- Nuchatlaht,"1.Nuchatlaht Fisheries staff will monitor, sound, and survey herring spawning waters.2.Nuchatlaht Fisheries staff will monitor and survey spawning streams for salmon.  Reporting live count and carcasses on 2 streams: Espinosa, Savey Creek (Owossista, and Mary Basin, if conditions permit). 3.Nuchatlaht staff will monitor spawning waters for both herring and salmon for activities that may impact spawning areas, such as upland activity disturbances that may affect water, sediment and large wood debris, cover in the ""shore zone,"" and/or sedimentation of salmon spawning habitat.4.Nuchatlaht staff will plan protections for estuaries and watersheds from industrial activities in the form of Salmon Forest Conservation Areas in the Owiissta/Apple Creeks and the Shoomaht/Ransom Creek (Nuu-chah-nulth Salmon Forest Ecological Network watersheds).",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2023-03-31,SCA,Freshwater,Espinosa Creek,Savey Creek,Unknown,Unknown,Unknown,49.98876693,-126.9466347,"WCVI COHO SALMON,WCVI CHUM SALMON,WCVI PINK SALMON","CO-17,CM-10,PKO-6","WEST VANCOUVER ISLAND,SOUTHWEST VANCOUVER ISLAND,WEST VANCOUVER ISLAND","CO,CH,CM,PK,SK",Adult,Active,"Population Science,Habitat Science",Monitoring,Extensive,"Enumeration,Stream Condition",Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Herring ,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
