,Grid,Week,Species,cfa,CEU,SS,FS
46730,NB-264,19,Snow Crab,12,35914,0.00009,3.2399
46742,NB-265,19,Snow Crab,12,35914,0.00009,3.2399
47198,NB-303,19,Snow Crab,12,35914,0.00009,3.2399
47210,NB-304,19,Snow Crab,12,35914,0.00009,3.2399
47222,NB-305,19,Snow Crab,12,35914,0.00009,3.2399
47234,NB-306,19,Snow Crab,12,35914,0.00009,3.2399
47834,NC-254,19,Snow Crab,12,35914,0.00009,3.2399
47930,NC-262,19,Snow Crab,12,35914,0.00009,3.2399
47942,NC-263,19,Snow Crab,12,35914,0.00009,3.2399
47954,NC-264,19,Snow Crab,12,35914,0.00009,3.2399
48410,NC-302,19,Snow Crab,12,35914,0.00009,3.2399
48422,NC-303,19,Snow Crab,12,35914,0.00009,3.2399
48434,NC-304,19,Snow Crab,12,35914,0.00009,3.2399
48446,NC-305,19,Snow Crab,12,35914,0.00009,3.2399
48458,NC-306,19,Snow Crab,12,35914,0.00009,3.2399
49034,ND-254,19,Snow Crab,12,35914,0.00009,3.2399
49046,ND-255,19,Snow Crab,12,35914,0.00009,3.2399
49130,ND-262,19,Snow Crab,12,35914,0.00009,3.2399
49142,ND-263,19,Snow Crab,12,35914,0.00009,3.2399
49154,ND-264,19,Snow Crab,12,35914,0.00009,3.2399
49166,ND-265,19,Snow Crab,12,35914,0.00009,3.2399
49610,ND-302,19,Snow Crab,12,35914,0.00009,3.2399
49622,ND-303,19,Snow Crab,12,35914,0.00009,3.2399
49634,ND-304,19,Snow Crab,12,35914,0.00009,3.2399
49646,ND-305,19,Snow Crab,12,35914,0.00009,3.2399
49658,ND-306,19,Snow Crab,12,35914,0.00009,3.2399
50222,NE-252,19,Snow Crab,12,35914,0.00009,3.2399
50234,NE-253,19,Snow Crab,12,35914,0.00009,3.2399
50246,NE-254,19,Snow Crab,12,35914,0.00009,3.2399
50342,NE-262,19,Snow Crab,12,35914,0.00009,3.2399
50354,NE-263,19,Snow Crab,12,35914,0.00009,3.2399
50366,NE-264,19,Snow Crab,12,35914,0.00009,3.2399
50378,NE-265,19,Snow Crab,12,35914,0.00009,3.2399
50810,NE-301,19,Snow Crab,12,35914,0.00009,3.2399
50822,NE-302,19,Snow Crab,12,35914,0.00009,3.2399
50834,NE-303,19,Snow Crab,12,35914,0.00009,3.2399
50846,NE-304,19,Snow Crab,12,35914,0.00009,3.2399
50858,NE-305,19,Snow Crab,12,35914,0.00009,3.2399
50870,NE-306,19,Snow Crab,12,35914,0.00009,3.2399
50882,NE-307,19,Snow Crab,12,35914,0.00009,3.2399
50894,NE-308,19,Snow Crab,12,35914,0.00009,3.2399
51386,NF-248,19,Snow Crab,12,35914,0.00009,3.2399
51398,NF-249,19,Snow Crab,12,35914,0.00009,3.2399
51410,NF-250,19,Snow Crab,12,35914,0.00009,3.2399
51422,NF-251,19,Snow Crab,12,35914,0.00009,3.2399
51434,NF-252,19,Snow Crab,12,35914,0.00009,3.2399
51446,NF-253,19,Snow Crab,12,35914,0.00009,3.2399
51458,NF-254,19,Snow Crab,12,35914,0.00009,3.2399
51566,NF-263,19,Snow Crab,12,35914,0.00009,3.2399
51578,NF-264,19,Snow Crab,12,35914,0.00009,3.2399
51590,NF-265,19,Snow Crab,12,35914,0.00009,3.2399
51602,NF-266,19,Snow Crab,12,35914,0.00009,3.2399
52034,NF-302,19,Snow Crab,12,35914,0.00009,3.2399
52046,NF-303,19,Snow Crab,12,35914,0.00009,3.2399
52058,NF-304,19,Snow Crab,12,35914,0.00009,3.2399
52070,NF-305,19,Snow Crab,12,35914,0.00009,3.2399
52082,NF-306,19,Snow Crab,12,35914,0.00009,3.2399
52094,NF-307,19,Snow Crab,12,35914,0.00009,3.2399
52106,NF-308,19,Snow Crab,12,35914,0.00009,3.2399
52118,NF-309,19,Snow Crab,12,35914,0.00009,3.2399
52130,NF-310,19,Snow Crab,12,35914,0.00009,3.2399
52634,NG-249,19,Snow Crab,12,35914,0.00009,3.2399
52646,NG-250,19,Snow Crab,12,35914,0.00009,3.2399
52658,NG-251,19,Snow Crab,12,35914,0.00009,3.2399
52670,NG-252,19,Snow Crab,12,35914,0.00009,3.2399
52802,NG-263,19,Snow Crab,12,35914,0.00009,3.2399
52814,NG-264,19,Snow Crab,12,35914,0.00009,3.2399
52826,NG-265,19,Snow Crab,12,35914,0.00009,3.2399
52838,NG-266,19,Snow Crab,12,35914,0.00009,3.2399
52850,NG-267,19,Snow Crab,12,35914,0.00009,3.2399
53306,NG-305,19,Snow Crab,12,35914,0.00009,3.2399
53318,NG-306,19,Snow Crab,12,35914,0.00009,3.2399
53330,NG-307,19,Snow Crab,12,35914,0.00009,3.2399
53342,NG-308,19,Snow Crab,12,35914,0.00009,3.2399
53354,NG-309,19,Snow Crab,12,35914,0.00009,3.2399
53366,NG-310,19,Snow Crab,12,35914,0.00009,3.2399
54062,NH-264,19,Snow Crab,12,35914,0.00009,3.2399
54074,NH-265,19,Snow Crab,12,35914,0.00009,3.2399
54086,NH-266,19,Snow Crab,12,35914,0.00009,3.2399
54098,NH-267,19,Snow Crab,12,35914,0.00009,3.2399
54110,NH-268,19,Snow Crab,12,35914,0.00009,3.2399
54170,NH-273,19,Snow Crab,12,35914,0.00009,3.2399
54182,NH-274,19,Snow Crab,12,35914,0.00009,3.2399
54590,NH-308,19,Snow Crab,12,35914,0.00009,3.2399
54602,NH-309,19,Snow Crab,12,35914,0.00009,3.2399
54614,NH-310,19,Snow Crab,12,35914,0.00009,3.2399
55358,NI-267,19,Snow Crab,12,35914,0.00009,3.2399
55370,NI-268,19,Snow Crab,12,35914,0.00009,3.2399
55382,NI-269,19,Snow Crab,12,35914,0.00009,3.2399
55394,NI-270,19,Snow Crab,12,35914,0.00009,3.2399
55406,NI-271,19,Snow Crab,12,35914,0.00009,3.2399
55418,NI-272,19,Snow Crab,12,35914,0.00009,3.2399
55430,NI-273,19,Snow Crab,12,35914,0.00009,3.2399
55442,NI-274,19,Snow Crab,12,35914,0.00009,3.2399
55862,NI-309,19,Snow Crab,12,35914,0.00009,3.2399
55874,NI-310,19,Snow Crab,12,35914,0.00009,3.2399
56812,NJ-270,19,Snow Crab,12,35914,0.00009,3.2399
56824,NJ-271,19,Snow Crab,12,35914,0.00009,3.2399
56872,NJ-275,19,Snow Crab,12,35914,0.00009,3.2399
56884,NJ-276,19,Snow Crab,12,35914,0.00009,3.2399
56896,NJ-277,19,Snow Crab,12,35914,0.00009,3.2399
57280,NJ-309,19,Snow Crab,12,35914,0.00009,3.2399
57292,NJ-310,19,Snow Crab,12,35914,0.00009,3.2399
58098,NK-275,19,Snow Crab,12,35914,0.00009,3.2399
58110,NK-276,19,Snow Crab,12,35914,0.00009,3.2399
58122,NK-277,19,Snow Crab,12,35914,0.00009,3.2399
58134,NK-278,19,Snow Crab,12,35914,0.00009,3.2399
58158,NK-280,19,Snow Crab,12,35914,0.00009,3.2399
58506,NK-309,19,Snow Crab,12,35914,0.00009,3.2399
59302,NL-276,19,Snow Crab,12,35914,0.00009,3.2399
59314,NL-277,19,Snow Crab,12,35914,0.00009,3.2399
59326,NL-278,19,Snow Crab,12,35914,0.00009,3.2399
59338,NL-279,19,Snow Crab,12,35914,0.00009,3.2399
59482,NL-291,19,Snow Crab,12,35914,0.00009,3.2399
59494,NL-292,19,Snow Crab,12,35914,0.00009,3.2399
59506,NL-293,19,Snow Crab,12,35914,0.00009,3.2399
59698,NL-309,19,Snow Crab,12,35914,0.00009,3.2399
60494,NM-276,19,Snow Crab,12,35914,0.00009,3.2399
60506,NM-277,19,Snow Crab,12,35914,0.00009,3.2399
60518,NM-278,19,Snow Crab,12,35914,0.00009,3.2399
60530,NM-279,19,Snow Crab,12,35914,0.00009,3.2399
60662,NM-290,19,Snow Crab,12,35914,0.00009,3.2399
60674,NM-291,19,Snow Crab,12,35914,0.00009,3.2399
60686,NM-292,19,Snow Crab,12,35914,0.00009,3.2399
60698,NM-293,19,Snow Crab,12,35914,0.00009,3.2399
60710,NM-294,19,Snow Crab,12,35914,0.00009,3.2399
60866,NM-307,19,Snow Crab,12,35914,0.00009,3.2399
61626,NN-274,19,Snow Crab,12,35914,0.00009,3.2399
61638,NN-275,19,Snow Crab,12,35914,0.00009,3.2399
61650,NN-276,19,Snow Crab,12,35914,0.00009,3.2399
61662,NN-277,19,Snow Crab,12,35914,0.00009,3.2399
61674,NN-278,19,Snow Crab,12,35914,0.00009,3.2399
61686,NN-279,19,Snow Crab,12,35914,0.00009,3.2399
61698,NN-280,19,Snow Crab,12,35914,0.00009,3.2399
61866,NN-294,19,Snow Crab,12,35914,0.00009,3.2399
61878,NN-295,19,Snow Crab,12,35914,0.00009,3.2399
61890,NN-296,19,Snow Crab,12,35914,0.00009,3.2399
61902,NN-297,19,Snow Crab,12,35914,0.00009,3.2399
61914,NN-298,19,Snow Crab,12,35914,0.00009,3.2399
61926,NN-299,19,Snow Crab,12,35914,0.00009,3.2399
62010,NN-306,19,Snow Crab,12,35914,0.00009,3.2399
62746,NO-269,19,Snow Crab,12,35914,0.00009,3.2399
62758,NO-270,19,Snow Crab,12,35914,0.00009,3.2399
62770,NO-271,19,Snow Crab,12,35914,0.00009,3.2399
62782,NO-272,19,Snow Crab,12,35914,0.00009,3.2399
62794,NO-273,19,Snow Crab,12,35914,0.00009,3.2399
62806,NO-274,19,Snow Crab,12,35914,0.00009,3.2399
62818,NO-275,19,Snow Crab,12,35914,0.00009,3.2399
62986,NO-289,19,Snow Crab,12,35914,0.00009,3.2399
63094,NO-298,19,Snow Crab,12,35914,0.00009,3.2399
63106,NO-299,19,Snow Crab,12,35914,0.00009,3.2399
63118,NO-300,19,Snow Crab,12,35914,0.00009,3.2399
63142,NO-302,19,Snow Crab,12,35914,0.00009,3.2399
63154,NO-303,19,Snow Crab,12,35914,0.00009,3.2399
63166,NO-304,19,Snow Crab,12,35914,0.00009,3.2399
63178,NO-305,19,Snow Crab,12,35914,0.00009,3.2399
63238,NO-310,19,Snow Crab,12,35914,0.00009,3.2399
63250,NO-311,19,Snow Crab,12,35914,0.00009,3.2399
63262,NO-312,19,Snow Crab,12,35914,0.00009,3.2399
63274,NO-313,19,Snow Crab,12,35914,0.00009,3.2399
63286,NO-314,19,Snow Crab,12,35914,0.00009,3.2399
63856,NP-268,19,Snow Crab,12,35914,0.00009,3.2399
63868,NP-269,19,Snow Crab,12,35914,0.00009,3.2399
63880,NP-270,19,Snow Crab,12,35914,0.00009,3.2399
64108,NP-289,19,Snow Crab,12,35914,0.00009,3.2399
64120,NP-290,19,Snow Crab,12,35914,0.00009,3.2399
64240,NP-300,19,Snow Crab,12,35914,0.00009,3.2399
64252,NP-301,19,Snow Crab,12,35914,0.00009,3.2399
64300,NP-305,19,Snow Crab,12,35914,0.00009,3.2399
64312,NP-306,19,Snow Crab,12,35914,0.00009,3.2399
64324,NP-307,19,Snow Crab,12,35914,0.00009,3.2399
64336,NP-308,19,Snow Crab,12,35914,0.00009,3.2399
64348,NP-309,19,Snow Crab,12,35914,0.00009,3.2399
64360,NP-310,19,Snow Crab,12,35914,0.00009,3.2399
64372,NP-311,19,Snow Crab,12,35914,0.00009,3.2399
64384,NP-312,19,Snow Crab,12,35914,0.00009,3.2399
64396,NP-313,19,Snow Crab,12,35914,0.00009,3.2399
64408,NP-314,19,Snow Crab,12,35914,0.00009,3.2399
64420,NP-315,19,Snow Crab,12,35914,0.00009,3.2399
64432,NP-316,19,Snow Crab,12,35914,0.00009,3.2399
64978,NQ-267,19,Snow Crab,12,35914,0.00009,3.2399
64990,NQ-268,19,Snow Crab,12,35914,0.00009,3.2399
65002,NQ-269,19,Snow Crab,12,35914,0.00009,3.2399
65230,NQ-288,19,Snow Crab,12,35914,0.00009,3.2399
65242,NQ-289,19,Snow Crab,12,35914,0.00009,3.2399
65362,NQ-299,19,Snow Crab,12,35914,0.00009,3.2399
65374,NQ-300,19,Snow Crab,12,35914,0.00009,3.2399
65386,NQ-301,19,Snow Crab,12,35914,0.00009,3.2399
65398,NQ-302,19,Snow Crab,12,35914,0.00009,3.2399
65410,NQ-303,19,Snow Crab,12,35914,0.00009,3.2399
65422,NQ-304,19,Snow Crab,12,35914,0.00009,3.2399
65434,NQ-305,19,Snow Crab,12,35914,0.00009,3.2399
65446,NQ-306,19,Snow Crab,12,35914,0.00009,3.2399
65530,NQ-313,19,Snow Crab,12,35914,0.00009,3.2399
65542,NQ-314,19,Snow Crab,12,35914,0.00009,3.2399
65554,NQ-315,19,Snow Crab,12,35914,0.00009,3.2399
65566,NQ-316,19,Snow Crab,12,35914,0.00009,3.2399
66064,NR-268,19,Snow Crab,12,35914,0.00009,3.2399
66076,NR-269,19,Snow Crab,12,35914,0.00009,3.2399
66304,NR-288,19,Snow Crab,12,35914,0.00009,3.2399
66316,NR-289,19,Snow Crab,12,35914,0.00009,3.2399
66424,NR-298,19,Snow Crab,12,35914,0.00009,3.2399
66436,NR-299,19,Snow Crab,12,35914,0.00009,3.2399
66448,NR-300,19,Snow Crab,12,35914,0.00009,3.2399
66460,NR-301,19,Snow Crab,12,35914,0.00009,3.2399
66616,NR-314,19,Snow Crab,12,35914,0.00009,3.2399
66628,NR-315,19,Snow Crab,12,35914,0.00009,3.2399
66640,NR-316,19,Snow Crab,12,35914,0.00009,3.2399
66652,NR-317,19,Snow Crab,12,35914,0.00009,3.2399
67102,NS-267,19,Snow Crab,12,35914,0.00009,3.2399
67114,NS-268,19,Snow Crab,12,35914,0.00009,3.2399
67342,NS-287,19,Snow Crab,12,35914,0.00009,3.2399
67462,NS-297,19,Snow Crab,12,35914,0.00009,3.2399
67666,NS-314,19,Snow Crab,12,35914,0.00009,3.2399
67678,NS-315,19,Snow Crab,12,35914,0.00009,3.2399
67690,NS-316,19,Snow Crab,12,35914,0.00009,3.2399
68164,NT-268,19,Snow Crab,12,35914,0.00009,3.2399
68380,NT-286,19,Snow Crab,12,35914,0.00009,3.2399
68392,NT-287,19,Snow Crab,12,35914,0.00009,3.2399
68404,NT-288,19,Snow Crab,12,35914,0.00009,3.2399
68416,NT-289,19,Snow Crab,12,35914,0.00009,3.2399
68428,NT-290,19,Snow Crab,12,35914,0.00009,3.2399
68452,NT-292,19,Snow Crab,12,35914,0.00009,3.2399
68728,NT-315,19,Snow Crab,12,35914,0.00009,3.2399
68740,NT-316,19,Snow Crab,12,35914,0.00009,3.2399
69226,NU-267,19,Snow Crab,12,35914,0.00009,3.2399
69514,NU-291,19,Snow Crab,12,35914,0.00009,3.2399
69526,NU-292,19,Snow Crab,12,35914,0.00009,3.2399
69538,NU-293,19,Snow Crab,12,35914,0.00009,3.2399
69550,NU-294,19,Snow Crab,12,35914,0.00009,3.2399
69790,NU-314,19,Snow Crab,12,35914,0.00009,3.2399
69802,NU-315,19,Snow Crab,12,35914,0.00009,3.2399
69814,NU-316,19,Snow Crab,12,35914,0.00009,3.2399
70268,NV-267,19,Snow Crab,12,35914,0.00009,3.2399
70280,NV-268,19,Snow Crab,12,35914,0.00009,3.2399
70832,NV-314,19,Snow Crab,12,35914,0.00009,3.2399
70844,NV-315,19,Snow Crab,12,35914,0.00009,3.2399
71322,NW-267,19,Snow Crab,12,35914,0.00009,3.2399
71334,NW-268,19,Snow Crab,12,35914,0.00009,3.2399
71874,NW-313,19,Snow Crab,12,35914,0.00009,3.2399
71886,NW-314,19,Snow Crab,12,35914,0.00009,3.2399
71898,NW-315,19,Snow Crab,12,35914,0.00009,3.2399
72352,NX-267,19,Snow Crab,12,35914,0.00009,3.2399
72364,NX-268,19,Snow Crab,12,35914,0.00009,3.2399
72376,NX-269,19,Snow Crab,12,35914,0.00009,3.2399
72904,NX-313,19,Snow Crab,12,35914,0.00009,3.2399
72916,NX-314,19,Snow Crab,12,35914,0.00009,3.2399
72928,NX-315,19,Snow Crab,12,35914,0.00009,3.2399
73406,NY-267,19,Snow Crab,12,35914,0.00009,3.2399
73418,NY-268,19,Snow Crab,12,35914,0.00009,3.2399
73430,NY-269,19,Snow Crab,12,35914,0.00009,3.2399
73958,NY-313,19,Snow Crab,12,35914,0.00009,3.2399
73970,NY-314,19,Snow Crab,12,35914,0.00009,3.2399
73982,NY-315,19,Snow Crab,12,35914,0.00009,3.2399
74508,NZ-268,19,Snow Crab,12,35914,0.00009,3.2399
74520,NZ-269,19,Snow Crab,12,35914,0.00009,3.2399
74532,NZ-270,19,Snow Crab,12,35914,0.00009,3.2399
74544,NZ-271,19,Snow Crab,12,35914,0.00009,3.2399
75072,NZ-315,19,Snow Crab,12,35914,0.00009,3.2399
75084,NZ-316,19,Snow Crab,12,35914,0.00009,3.2399
75634,OA-269,19,Snow Crab,12,35914,0.00009,3.2399
75646,OA-270,19,Snow Crab,12,35914,0.00009,3.2399
75658,OA-271,19,Snow Crab,12,35914,0.00009,3.2399
75670,OA-272,19,Snow Crab,12,35914,0.00009,3.2399
75682,OA-273,19,Snow Crab,12,35914,0.00009,3.2399
76042,OA-303,19,Snow Crab,12,35914,0.00009,3.2399
76186,OA-315,19,Snow Crab,12,35914,0.00009,3.2399
76774,OB-272,19,Snow Crab,12,35914,0.00009,3.2399
76786,OB-273,19,Snow Crab,12,35914,0.00009,3.2399
77134,OB-302,19,Snow Crab,12,35914,0.00009,3.2399
77146,OB-303,19,Snow Crab,12,35914,0.00009,3.2399
77290,OB-315,19,Snow Crab,12,35914,0.00009,3.2399
77302,OB-316,19,Snow Crab,12,35914,0.00009,3.2399
77890,OC-270,19,Snow Crab,12,35914,0.00009,3.2399
77902,OC-271,19,Snow Crab,12,35914,0.00009,3.2399
77914,OC-272,19,Snow Crab,12,35914,0.00009,3.2399
78226,OC-298,19,Snow Crab,12,35914,0.00009,3.2399
78238,OC-299,19,Snow Crab,12,35914,0.00009,3.2399
78250,OC-300,19,Snow Crab,12,35914,0.00009,3.2399
78262,OC-301,19,Snow Crab,12,35914,0.00009,3.2399
78274,OC-302,19,Snow Crab,12,35914,0.00009,3.2399
78286,OC-303,19,Snow Crab,12,35914,0.00009,3.2399
78430,OC-315,19,Snow Crab,12,35914,0.00009,3.2399
79006,OD-270,19,Snow Crab,12,35914,0.00009,3.2399
79018,OD-271,19,Snow Crab,12,35914,0.00009,3.2399
79030,OD-272,19,Snow Crab,12,35914,0.00009,3.2399
79306,OD-295,19,Snow Crab,12,35914,0.00009,3.2399
79318,OD-296,19,Snow Crab,12,35914,0.00009,3.2399
79330,OD-297,19,Snow Crab,12,35914,0.00009,3.2399
79342,OD-298,19,Snow Crab,12,35914,0.00009,3.2399
79354,OD-299,19,Snow Crab,12,35914,0.00009,3.2399
79366,OD-300,19,Snow Crab,12,35914,0.00009,3.2399
79378,OD-301,19,Snow Crab,12,35914,0.00009,3.2399
79390,OD-302,19,Snow Crab,12,35914,0.00009,3.2399
79402,OD-303,19,Snow Crab,12,35914,0.00009,3.2399
79414,OD-304,19,Snow Crab,12,35914,0.00009,3.2399
79426,OD-305,19,Snow Crab,12,35914,0.00009,3.2399
79534,OD-314,19,Snow Crab,12,35914,0.00009,3.2399
79546,OD-315,19,Snow Crab,12,35914,0.00009,3.2399
80134,OE-269,19,Snow Crab,12,35914,0.00009,3.2399
80146,OE-270,19,Snow Crab,12,35914,0.00009,3.2399
80158,OE-271,19,Snow Crab,12,35914,0.00009,3.2399
80338,OE-286,19,Snow Crab,12,35914,0.00009,3.2399
80350,OE-287,19,Snow Crab,12,35914,0.00009,3.2399
80422,OE-293,19,Snow Crab,12,35914,0.00009,3.2399
80434,OE-294,19,Snow Crab,12,35914,0.00009,3.2399
80446,OE-295,19,Snow Crab,12,35914,0.00009,3.2399
80458,OE-296,19,Snow Crab,12,35914,0.00009,3.2399
80470,OE-297,19,Snow Crab,12,35914,0.00009,3.2399
80482,OE-298,19,Snow Crab,12,35914,0.00009,3.2399
80494,OE-299,19,Snow Crab,12,35914,0.00009,3.2399
80506,OE-300,19,Snow Crab,12,35914,0.00009,3.2399
80518,OE-301,19,Snow Crab,12,35914,0.00009,3.2399
80530,OE-302,19,Snow Crab,12,35914,0.00009,3.2399
80542,OE-303,19,Snow Crab,12,35914,0.00009,3.2399
80602,OE-308,19,Snow Crab,12,35914,0.00009,3.2399
80614,OE-309,19,Snow Crab,12,35914,0.00009,3.2399
80626,OE-310,19,Snow Crab,12,35914,0.00009,3.2399
80650,OE-312,19,Snow Crab,12,35914,0.00009,3.2399
80662,OE-313,19,Snow Crab,12,35914,0.00009,3.2399
80674,OE-314,19,Snow Crab,12,35914,0.00009,3.2399
80686,OE-315,19,Snow Crab,12,35914,0.00009,3.2399
80698,OE-316,19,Snow Crab,12,35914,0.00009,3.2399
80710,OE-317,19,Snow Crab,12,35914,0.00009,3.2399
81240,OF-270,19,Snow Crab,12,35914,0.00009,3.2399
81252,OF-271,19,Snow Crab,12,35914,0.00009,3.2399
81264,OF-272,19,Snow Crab,12,35914,0.00009,3.2399
81408,OF-284,19,Snow Crab,12,35914,0.00009,3.2399
81420,OF-285,19,Snow Crab,12,35914,0.00009,3.2399
81432,OF-286,19,Snow Crab,12,35914,0.00009,3.2399
81444,OF-287,19,Snow Crab,12,35914,0.00009,3.2399
81456,OF-288,19,Snow Crab,12,35914,0.00009,3.2399
81468,OF-289,19,Snow Crab,12,35914,0.00009,3.2399
81480,OF-290,19,Snow Crab,12,35914,0.00009,3.2399
81492,OF-291,19,Snow Crab,12,35914,0.00009,3.2399
81504,OF-292,19,Snow Crab,12,35914,0.00009,3.2399
81516,OF-293,19,Snow Crab,12,35914,0.00009,3.2399
81528,OF-294,19,Snow Crab,12,35914,0.00009,3.2399
81540,OF-295,19,Snow Crab,12,35914,0.00009,3.2399
81708,OF-309,19,Snow Crab,12,35914,0.00009,3.2399
81720,OF-310,19,Snow Crab,12,35914,0.00009,3.2399
81732,OF-311,19,Snow Crab,12,35914,0.00009,3.2399
81744,OF-312,19,Snow Crab,12,35914,0.00009,3.2399
81756,OF-313,19,Snow Crab,12,35914,0.00009,3.2399
81768,OF-314,19,Snow Crab,12,35914,0.00009,3.2399
81780,OF-315,19,Snow Crab,12,35914,0.00009,3.2399
81792,OF-316,19,Snow Crab,12,35914,0.00009,3.2399
81804,OF-317,19,Snow Crab,12,35914,0.00009,3.2399
81816,OF-318,19,Snow Crab,12,35914,0.00009,3.2399
82358,OG-270,19,Snow Crab,12,35914,0.00009,3.2399
82370,OG-271,19,Snow Crab,12,35914,0.00009,3.2399
82502,OG-282,19,Snow Crab,12,35914,0.00009,3.2399
82514,OG-283,19,Snow Crab,12,35914,0.00009,3.2399
82526,OG-284,19,Snow Crab,12,35914,0.00009,3.2399
82538,OG-285,19,Snow Crab,12,35914,0.00009,3.2399
82550,OG-286,19,Snow Crab,12,35914,0.00009,3.2399
82562,OG-287,19,Snow Crab,12,35914,0.00009,3.2399
82574,OG-288,19,Snow Crab,12,35914,0.00009,3.2399
82838,OG-310,19,Snow Crab,12,35914,0.00009,3.2399
82850,OG-311,19,Snow Crab,12,35914,0.00009,3.2399
82862,OG-312,19,Snow Crab,12,35914,0.00009,3.2399
82874,OG-313,19,Snow Crab,12,35914,0.00009,3.2399
82886,OG-314,19,Snow Crab,12,35914,0.00009,3.2399
82898,OG-315,19,Snow Crab,12,35914,0.00009,3.2399
82910,OG-316,19,Snow Crab,12,35914,0.00009,3.2399
82922,OG-317,19,Snow Crab,12,35914,0.00009,3.2399
82934,OG-318,19,Snow Crab,12,35914,0.00009,3.2399
82946,OG-319,19,Snow Crab,12,35914,0.00009,3.2399
83464,OH-271,19,Snow Crab,12,35914,0.00009,3.2399
83584,OH-281,19,Snow Crab,12,35914,0.00009,3.2399
83596,OH-282,19,Snow Crab,12,35914,0.00009,3.2399
83608,OH-283,19,Snow Crab,12,35914,0.00009,3.2399
83620,OH-284,19,Snow Crab,12,35914,0.00009,3.2399
83632,OH-285,19,Snow Crab,12,35914,0.00009,3.2399
83644,OH-286,19,Snow Crab,12,35914,0.00009,3.2399
83656,OH-287,19,Snow Crab,12,35914,0.00009,3.2399
83968,OH-313,19,Snow Crab,12,35914,0.00009,3.2399
83980,OH-314,19,Snow Crab,12,35914,0.00009,3.2399
83992,OH-315,19,Snow Crab,12,35914,0.00009,3.2399
84004,OH-316,19,Snow Crab,12,35914,0.00009,3.2399
84016,OH-317,19,Snow Crab,12,35914,0.00009,3.2399
84028,OH-318,19,Snow Crab,12,35914,0.00009,3.2399
84040,OH-319,19,Snow Crab,12,35914,0.00009,3.2399
84052,OH-320,19,Snow Crab,12,35914,0.00009,3.2399
84536,OI-270,19,Snow Crab,12,35914,0.00009,3.2399
84548,OI-271,19,Snow Crab,12,35914,0.00009,3.2399
84656,OI-280,19,Snow Crab,12,35914,0.00009,3.2399
84668,OI-281,19,Snow Crab,12,35914,0.00009,3.2399
84680,OI-282,19,Snow Crab,12,35914,0.00009,3.2399
85052,OI-313,19,Snow Crab,12,35914,0.00009,3.2399
85124,OI-319,19,Snow Crab,12,35914,0.00009,3.2399
85136,OI-320,19,Snow Crab,12,35914,0.00009,3.2399
85596,OJ-271,19,Snow Crab,12,35914,0.00009,3.2399
85608,OJ-272,19,Snow Crab,12,35914,0.00009,3.2399
85620,OJ-273,19,Snow Crab,12,35914,0.00009,3.2399
85692,OJ-279,19,Snow Crab,12,35914,0.00009,3.2399
86100,OJ-313,19,Snow Crab,12,35914,0.00009,3.2399
86196,OJ-321,19,Snow Crab,12,35914,0.00009,3.2399
86656,OK-271,19,Snow Crab,12,35914,0.00009,3.2399
86668,OK-272,19,Snow Crab,12,35914,0.00009,3.2399
86680,OK-273,19,Snow Crab,12,35914,0.00009,3.2399
86692,OK-274,19,Snow Crab,12,35914,0.00009,3.2399
86704,OK-275,19,Snow Crab,12,35914,0.00009,3.2399
86716,OK-276,19,Snow Crab,12,35914,0.00009,3.2399
86728,OK-277,19,Snow Crab,12,35914,0.00009,3.2399
87148,OK-312,19,Snow Crab,12,35914,0.00009,3.2399
87256,OK-321,19,Snow Crab,12,35914,0.00009,3.2399
87716,OL-273,19,Snow Crab,12,35914,0.00009,3.2399
87728,OL-274,19,Snow Crab,12,35914,0.00009,3.2399
87740,OL-275,19,Snow Crab,12,35914,0.00009,3.2399
87752,OL-276,19,Snow Crab,12,35914,0.00009,3.2399
87776,OL-278,19,Snow Crab,12,35914,0.00009,3.2399
87788,OL-279,19,Snow Crab,12,35914,0.00009,3.2399
87800,OL-280,19,Snow Crab,12,35914,0.00009,3.2399
88184,OL-312,19,Snow Crab,12,35914,0.00009,3.2399
88196,OL-313,19,Snow Crab,12,35914,0.00009,3.2399
88292,OL-321,19,Snow Crab,12,35914,0.00009,3.2399
88304,OL-322,19,Snow Crab,12,35914,0.00009,3.2399
88872,OM-281,19,Snow Crab,12,35914,0.00009,3.2399
89232,OM-311,19,Snow Crab,12,35914,0.00009,3.2399
89244,OM-312,19,Snow Crab,12,35914,0.00009,3.2399
89352,OM-321,19,Snow Crab,12,35914,0.00009,3.2399
89364,OM-322,19,Snow Crab,12,35914,0.00009,3.2399
89376,OM-323,19,Snow Crab,12,35914,0.00009,3.2399
90268,ON-311,19,Snow Crab,12,35914,0.00009,3.2399
90280,ON-312,19,Snow Crab,12,35914,0.00009,3.2399
90388,ON-321,19,Snow Crab,12,35914,0.00009,3.2399
90400,ON-322,19,Snow Crab,12,35914,0.00009,3.2399
90412,ON-323,19,Snow Crab,12,35914,0.00009,3.2399
91294,OO-311,19,Snow Crab,12,35914,0.00009,3.2399
91414,OO-321,19,Snow Crab,12,35914,0.00009,3.2399
91426,OO-322,19,Snow Crab,12,35914,0.00009,3.2399
91438,OO-323,19,Snow Crab,12,35914,0.00009,3.2399
91950,OP-283,19,Snow Crab,12,35914,0.00009,3.2399
92286,OP-312,19,Snow Crab,12,35914,0.00009,3.2399
