id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1117,"Démolition pont P-01237 et constr. pont temp. urgence, ruisseau de la Truite, Cascapédia-Saint-Jules",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,5/25/2018,,,MPO,Information transmise,,
1118,"Dragage d’urgence, assurer sécurité des homardiers, havre de Port-Daniel-Est",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,5/25/2018,,Annik,MPO,Information transmise,,
1119,"Forages, travaux préliminaires reconstruction pont Honoré-Mercier, fleuve Saint-Laurent, Montréal",Kahnawà:ke,DRGÉ-PPPH,Consultation,completed,6/6/2018,,Simon,MPO,Pas de consultation préalable,"Pas été consultés: Projet traité en lettre d'avis par MPO, mais ont signalé qu 'un des forages tombait dans leur site de pêche et qu'il fallait leur accord pour que promo. puisse se rendre au site de forage. 

Lettre Juillet 2018: Avis du MPO jugé illégal et invalide. Ereurs et irrégularités constatées dans décision du MPO: demande d'examen était incomplète; pas d'nalyse des impacts de levées sismiques; esturgeon et aires d'alevinage pas  considérées, ni le savoir autochtone; aucune consultation préalable du MPO.",
1120,"Réfection mur de soutènement barrage Simon-Sicard, centrale de la Rivière-des-Prairies, Montréal",Akwesasne,DRGÉ-PPPH,Consultation,active,6/14/2018,,Serge-Éric,"MPO, TC",Commentaires écrits,,
1121,"Réfection mur de soutènement barrage Simon-Sicard, centrale de la Rivière-des-Prairies, Montréal",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,6/14/2018,,Serge-Éric,"MPO, TC",Commentaires écrits,"Lettre du 6 août 2018:

Méthodes de stabilisation: alternatives requises. question sur la stabilisation proposée vs. Poisson.

Compensation d'habitat poisson: plus d'info. requises sur les options fournies à MPO
",
1122,"Réfection mur de soutènement barrage Simon-Sicard, centrale de la Rivière-des-Prairies, Montréal",Kanesatake,DRGÉ-PPPH,Consultation,active,6/14/2018,,Serge-Éric,"MPO, TC",Commentaires écrits,,
1123,"Enrochement, stabilisation berge et chemin de fer, PM 36 & 52, rivière Nipissis, Sept-Îles",Lac John,DRGÉ-PPPH,Consultation,completed,6/27/2018,,Annik,MPO,Information transmise,"Lettre d'ITUM à IOC le 10 déc. 2018:
ITUM déplore le manque de consultation dans ce dossier. En effet, ITUM se fait imposer de choisir entre 2 plans qui n’ont pas fait l’objet de consultation préalable. ITUM se demande aussi pourquoi les projets de compensation proposés par IOC visent des espèces et endroits autres que le saumon et la Nipissis ou la Moisie. ITUM aurait suggéré des sites pour compenser le saumon. Malgré ce qui précède, ITUM favoriserait le projet de construction des habitats de homard dans la Baie. Toutefois, si ce projet va de l’avant, ITUM devrait être consulté sur l’emplacement exact du projet dans la Baie.",
1124,"Enrochement, stabilisation berge et chemin de fer, PM 36 & 52, rivière Nipissis, Sept-Îles",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,completed,6/27/2018,,Annik,MPO,Information transmise,"Courriel 27 juin 2018 à MPO: 
Préoccupations sur projet: liste non exhaustive fournie. 

",
1125,"Réfection du havre, Phase 2, sécurité des usagers, golfe St-Laurent, Cap-des-Rosiers",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,6/30/2018,,Annik,"PC, TPSGC, MPO",Commentaires écrits et rencontres,"SMM s'est dit satisfait des consultations de PC, pas d'autres demandes d’accommodements, une note écrite sera envoyée par SMM. ",
1126,ZPM du Banc-des-Américains (Gazette 1),AGHAMM,DRGÉ-DGO,Consultation,completed,6/30/2018,7/30/2018,Jacinthe Beauchamp,,Lettre,lettre de notification  informant de l’ajout du filet maillant aux interdictions prévues dans le règlement de la ZPM du Banc des Américains,
1127,ZPM du Banc-des-Américains (Gazette 1),Gesgapegiag,DRGÉ-DGO,Consultation,completed,6/30/2018,7/30/2018,Jacinthe Beauchamp,,Lettre,lettre de notification  informant de l’ajout du filet maillant aux interdictions prévues dans le règlement de la ZPM du Banc des Américains,
1128,ZPM du Banc-des-Américains (Gazette 1),Gespeg,DRGÉ-DGO,Consultation,completed,6/30/2018,7/30/2018,Jacinthe Beauchamp,,Lettre,lettre de notification  informant de l’ajout du filet maillant aux interdictions prévues dans le règlement de la ZPM du Banc des Américains,
1129,ZPM du Banc-des-Américains (Gazette 1),Listuguj,DRGÉ-DGO,Consultation,completed,6/30/2018,7/30/2018,Jacinthe Beauchamp,,Lettre,lettre de notification  informant de l’ajout du filet maillant aux interdictions prévues dans le règlement de la ZPM du Banc des Américains,
1130,ZPM du Banc-des-Américains (Gazette 1),Malécites de Viger,DRGÉ-DGO,Consultation,completed,6/30/2018,7/30/2018,Jacinthe Beauchamp,,Lettre,lettre de notification  informant de l’ajout du filet maillant aux interdictions prévues dans le règlement de la ZPM du Banc des Américains,
1131,revitalisation du havre de Rimouski,Secrétariat Mi'gmawei Mawiomi,PPB,Consultation,completed,7/20/2018,8/17/2018,Mireille Gingras,,Lettre,lettre envoyée le 20 juillet 2018,
1132,revitalisation du havre de Rimouski,Malécites de Viger,PPB,Consultation,completed,7/20/2018,8/17/2018,Mireille Gingras,,Lettre,lettre envoyée le 20 juillet 2018,
1133,"Enrochement, stabilisation de berge, rivière Cascapédia (km 15, 18 et 30), TNO Rivière-Bonaventure",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,completed,8/10/2018,,"Annik

",MPO,Information transmise,S.O. ,
1134,Mesures de gestion des pêches liées à la baleine noire,Gesgapegiag,DRGP,Consultation,completed,8/28/2018,,Mia Larochelle,,rencontre,Forum de discussion sur les  mesures de gestions liées à la baleine noire. Lieu de la rencontre : Grande-Rivière,compte-rendu disponible
1135,Mesures de gestion des pêches liées à la baleine noire,Gespeg,DRGP,Consultation,completed,8/28/2018,,Mia Larochelle,,rencontre,Forum de discussion sur les  mesures de gestions liées à la baleine noire. Lieu de la rencontre : Grande-Rivière,compte-rendu disponible
1136,Mesures de gestion des pêches liées à la baleine noire,Listuguj,DRGP,Consultation,completed,8/28/2018,,Mia Larochelle,,rencontre,Forum de discussion sur les  mesures de gestions liées à la baleine noire. Lieu de la rencontre : Grande-Rivière,compte-rendu disponible
1137,PGIP du crabe des neiges - zones 12A et 12B,Gespeg,DRGP,Consultation,completed,8/28/2018,,Mia Larochelle,,rencontre,Rencontre des crabiers des zones 12A et 12B. Lieu de la rencontre : Grande-Rivière,
1138,PGIP du crabe des neiges - zones 12A et 12B,Listuguj,DRGP,Consultation,completed,8/28/2018,,Mia Larochelle,,rencontre,Rencontre des crabiers des zones 12A et 12B. Lieu de la rencontre : Grande-Rivière,
1139,"Stabilisation de berges, protection section route, riv. Richelieu, St-Ours à St-Basile-le-Grand",Abénakis,DRGÉ-PPPH,Consultation,active,11/2/2018,,Annik,MPO,Commentaires écrits,,
1140,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Conseil de la Première Nation Abitibiwinni (Pikogan),DRGÉ-PPPH,Consultation,active,11/5/2018,,Annik ,MPO,Commentaires écrits,,
1141,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Timiskaming ,DRGÉ-PPPH,Consultation,active,11/5/2018,,Annik ,MPO,Commentaires écrits,,
1142,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Wolf Lake – Hunter’s Point ,DRGÉ-PPPH,Consultation,active,11/5/2018,,Annik ,MPO,Commentaires écrits,,
1143,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Anishnabe du Lac Simon,DRGÉ-PPPH,Consultation,active,11/6/2018,,,MPO,Commentaires écrits,,
1144,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Eagle Village – Kipawa ,DRGÉ-PPPH,Consultation,active,11/6/2018,,Annik ,MPO,Commentaires écrits,,
1145,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Wahgoshig,DRGÉ-PPPH,Consultation,active,11/6/2018,,Annik ,MPO,Commentaires écrits,,
1146,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,RNUK,DRGÉ-ÉP,Consultation,completed,11/12/2018,11/16/2018,Marthe Bérubé,,Rencontre,"À Akulivik, RNUK Annual General Meeting, (association des chasseurs du Nunavik), Présentation des enjeux de l’inscription du morse de l’Atlantique (population du centre et du bas Arctique) sous le statut d’espèce préoccupante en vertu de la Loi sur les espèces en péril (LEP); collecte d’opinions et d’avis sur le projet d’inscription à la LEP.",
1147,"Démantèlement barrage Bouchard, Loi sur la sécurité des barrages, Lac Bouchard, Waltham, MRC Pontiac. ",Kitigan Zibi,DRGÉ-PPPH,Consultation,active,11/14/2018,,Annik ,MPO,Commentaires écrits,"13 dec 2018:Réception de commentaires sur la superficie (?), espèces menacées, contamination des sédiments",
1148,"Démantèlement barrage, Règlement sécurité des barrages, rivière Antrim, Rivière-aux-Outardes",Matimekush-Lac John,DRGÉ-PPPH,Consultation,upcoming,12/1/2018,,Annik Gagné,MPO,Commentaires écrits,Premier suivi du promo. Prévu en août 2019,
1149,"Démantèlement barrage, Règlement sécurité des barrages, rivière Antrim, Rivière-aux-Outardes",Pessamit,DRGÉ-PPPH,Consultation,upcoming,12/1/2018,,Annik Gagné,MPO,Commentaires écrits,Premier suivi du promo. Prévu en août 2019,
1150,"Démantèlement barrage, Règlement sécurité des barrages, rivière Antrim, Rivière-aux-Outardes",Uashat,DRGÉ-PPPH,Consultation,upcoming,12/1/2018,,Annik Gagné,MPO,Commentaires écrits,Premier suivi du promo. Prévu en août 2019,
1151,reconfiguration des quais flottants à l'Anse- Beaufils,Secrétariat Mi'gmawei Mawiomi,PPB,Consultation,active,12/20/2018,2/15/2019,Mireille Gingras,,Lettre,Lettre envoyée le 20 décembre 2018,
1152,future réserve d'habitat de récifs artificiels à homards,Secrétariat Mi'gmawei Mawiomi,PPB,Information,completed,1/9/2019,,Mireille Gingras,,Lettre,Lettre envoyée le 9 janvier 2019 - lettre d'information précisant l'ouverture du MPO  à répondre aux commentaires et aux préoccupation du SMM et la date limite du 22 février 2019 pour la réception de tout commentaire ou péroccupation,
1153,Espèces en péril,Institut de développement durable des Premières Nations du Québec et Labrador (IDDPNQL),DRGÉ-ÉP,Consultation,upcoming,2/8/2019,,Marthe Bérubé,,Rencontre,,
1154,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Akulivik,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1155,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Aupaluk,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1156,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,CTA - Cree Traper's Association,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,lettre envoyée par courriel,consultation sur le registre publique,
1157,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,EMRWB,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,lettre envoyée par courriel,consultation sur le registre publique,
1158,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Grand conseil des cris,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,lettre envoyée par courriel,consultation sur le registre publique,
1159,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Inukjuak,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1160,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Ivujivik,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1161,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Kangiqsualujjuaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1162,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Kangiqsujuaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1163,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Kangirsuk,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1164,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Kuujjuaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1165,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Kuujjuarapik,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1166,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Makivik,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,lettre envoyée par courriel,consultation sur le registre publique,
1167,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Puvirnituq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1168,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Quaqtaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1169,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Salluit,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1170,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Tasiujaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1171,Morse de l'Atlantique (centre et bas Arctique) Inscription à la LEP,Umiujaq,DRGÉ-ÉP,Consultation,completed,2/13/2019,5/13/2019,Marthe Bérubé,,"lettre envoyée par courriel, avec suivi téléphonique",consultation sur le registre publique,
1172,Merluche blanche - Consultations sur l'inscription à la LEP,AGHAMM,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1173,Merluche blanche - Consultations sur l'inscription à la LEP,AMIK,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1174,Merluche blanche - Consultations sur l'inscription à la LEP,Essipit,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1175,Merluche blanche - Consultations sur l'inscription à la LEP,Gesgapegiag,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1176,Merluche blanche - Consultations sur l'inscription à la LEP,Gespeg,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1177,Merluche blanche - Consultations sur l'inscription à la LEP,La Romaine,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1178,Merluche blanche - Consultations sur l'inscription à la LEP,Listuguj,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1179,Merluche blanche - Consultations sur l'inscription à la LEP,Malécites de Viger,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,,,
1180,Merluche blanche - Consultations sur l'inscription à la LEP,Mingan,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1181,Merluche blanche - Consultations sur l'inscription à la LEP,Nutashkuan,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1182,Merluche blanche - Consultations sur l'inscription à la LEP,Pakuashipi,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1183,Merluche blanche - Consultations sur l'inscription à la LEP,Pessamit,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1184,Merluche blanche - Consultations sur l'inscription à la LEP,"SMM en cc: Gespeg, Gesgapegiag, Listuguj)",DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1185,Merluche blanche - Consultations sur l'inscription à la LEP,Uashat mak Mani-Utenam,DRGÉ-ÉP,Consultation,active,2/18/2019,5/6/2019,Marthe Bérubé,,Courriel,lettres de préavis envoyées le 8 janvier 2019; consultation sur le registre publique,
1186,"Enrochement, stabilisation talus, route 138, rivière Blanche, Colombier",Pessamit,DRGÉ-PPPH,Consultation,active,3/12/2019,,Annik,MPO,Commentaires écrits,,
1187,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Anishnabe du Lac Simon,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1188,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Kebaowek (Kipawa),DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1189,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Kitcisakik,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1190,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Kitigan Zibi,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1191,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Long Point,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1192,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Pikogan,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1193,"Prolongement du tracé, projet Rapibus, phase 2, ruisseau Wabassee et autres cours d’eau, Gatineau",Wahgoshig,DRGÉ-PPPH,Consultation,active,3/18/2019,,Annik,MPO,Commentaires écrits ,,
1194,"Aménagement hydroélectrique Innavik, production d'électricité, rivière Inukjuak, Inukjuak",Inukjuak,DRGÉ-PPPH,Consultation,completed,3/20/2019,,,MPO,Pas de consultation préalable,Pas de consultation nécéssaire puisque le promoteur du projet est la communauté (barrage de production électrique pour la communauté),
1195,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,Cacouna,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1196,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1197,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,Essipit,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1198,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1199,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1200,Bar rayé (Fleuve St-Laurent)-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1201,Bec-de-Lièvre-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1202,Bec-de-Lièvre-Batch 10 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1203,Bec-de-Lièvre-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1204,Bec-de-Lièvre-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1205,Bec-de-Lièvre-Batch 10 - Inscription,Malécites de Viger,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1206,Bec-de-Lièvre-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1207,Bec-de-Lièvre-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1208,Crapet du Nord (grands Lacs - Haut Saint-Laurent)-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1209,Crapet du Nord (grands Lacs - Haut Saint-Laurent)-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1210,Crapet du Nord (grands Lacs - Haut Saint-Laurent)-Batch 10 - Inscription,Kitigan-Zibi,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1211,Crapet du Nord (grands Lacs - Haut Saint-Laurent)-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1212,Crapet du Nord (grands Lacs - Haut Saint-Laurent)-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1213,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,CCCPP,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1214,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1215,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,HFTCC,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1216,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1217,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1218,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1219,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Kitigan-Zibi,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1220,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Long Point,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1221,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1222,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Timiskaming,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1223,Esturgeon jaune (Sud de la baie d'Hudson)-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Simon Blanchette,,Courriel,,
1224,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1225,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1226,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1227,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1228,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Maniwaki,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1229,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1230,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1231,Fouille-roche gris (St-Laurent)-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1232,Lamproie argentée-Batch 10 - Inscription,Conseil de la Nation huronne-wendat,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1233,Lamproie argentée-Batch 10 - Inscription,IDDPNQL,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1234,Lamproie argentée-Batch 10 - Inscription,Kahnawà:ke,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1235,Lamproie argentée-Batch 10 - Inscription,Kanesatake,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1236,Lamproie argentée-Batch 10 - Inscription,Kitigan-Zibi,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1237,Lamproie argentée-Batch 10 - Inscription,Malécites de Viger,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1238,Lamproie argentée-Batch 10 - Inscription,Odanak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
1239,Lamproie argentée-Batch 10 - Inscription,Wolinak,DRGÉ-ÉP,Information,active,3/23/2019,,Marthe Bérubé,,Courriel,,
